block,iucr,primary_type,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,latitude,longitude
013XX W JACKSON BLVD,0820,THEFT,False,False,1213,12.0,27.0,28.0,06,1167605.0,1898758.0,2006,41.877741106,-87.660058618
010XX E 47TH ST,1150,DECEPTIVE PRACTICE,False,False,222,2.0,4.0,39.0,11,1184079.0,1874062.0,2013,41.809603298,-87.60034500200001
0000X N DEARBORN ST,0820,THEFT,False,False,112,1.0,42.0,32.0,06,1175928.0,1900762.0,2017,41.883056972,-87.62943861
002XX E HURON ST,0820,THEFT,False,False,1834,18.0,42.0,8.0,06,1177877.0,1905128.0,2009,41.894993403,-87.622148996
111XX S AVENUE M,1310,CRIMINAL DAMAGE,False,False,433,4.0,10.0,52.0,14,1201552.0,1831674.0,2006,41.692861175,-87.53769610399999
008XX N SEDGWICK ST,2092,NARCOTICS,True,False,1823,18.0,27.0,8.0,26,1173355.0,1906145.0,2005,41.897885763000005,-87.638726692
061XX S ASHLAND AVE,1320,CRIMINAL DAMAGE,False,False,713,7.0,15.0,67.0,14,1166722.0,1864053.0,2016,41.782526007,-87.664293162
016XX N ASHLAND AVE,1320,CRIMINAL DAMAGE,False,False,1433,14.0,1.0,24.0,14,1165428.0,1910926.0,2006,41.911177576,-87.66770537200001
023XX S STATE ST,1350,CRIMINAL TRESPASS,True,False,134,1.0,3.0,33.0,26,1176681.0,1888910.0,2008,41.850517353,-87.627031661
012XX S CALIFORNIA BLVD,0610,BURGLARY,False,False,1023,10.0,28.0,29.0,05,1157887.0,1894123.0,2010,41.865225851999995,-87.69586705299999
053XX N LOWELL AVE,5001,OTHER OFFENSE,False,False,1712,17.0,39.0,13.0,26,1146399.0,1935440.0,2004,41.978830049,-87.736985394
038XX W NORTH AVE,143A,WEAPONS VIOLATION,True,False,2535,25.0,30.0,23.0,15,1150789.0,1910366.0,2008,41.909940034,-87.721499025
031XX N CLIFTON AVE,0620,BURGLARY,False,False,1933,19.0,44.0,6.0,05,1168069.0,1920961.0,2018,41.9386575,-87.65771281200001
057XX S WABASH AVE,0610,BURGLARY,False,False,233,2.0,20.0,40.0,05,1177696.0,1866895.0,2010,41.790083385,-87.62397351899999
051XX W DIVERSEY AVE,0860,THEFT,True,False,2521,25.0,31.0,19.0,06,1141596.0,1918129.0,2004,41.931417509,-87.75507844299999
085XX S EXCHANGE AVE,0497,BATTERY,False,False,423,4.0,10.0,46.0,04B,1197294.0,1848986.0,2006,41.740473717,-87.55271041799999
016XX N PULASKI RD,0880,THEFT,False,False,2534,25.0,30.0,23.0,06,1149469.0,1910503.0,2006,41.910341711,-87.726344642
047XX N BROADWAY,0860,THEFT,False,False,2311,19.0,48.0,3.0,06,1167664.0,1931512.0,2009,41.967618619,-87.658896113
043XX N WESTERN AVE,502P,OTHER OFFENSE,True,False,1912,19.0,47.0,5.0,26,1159588.0,1928918.0,2008,41.960671157,-87.68866252299999
026XX W HADDON AVE,0610,BURGLARY,False,False,1311,12.0,1.0,24.0,05,1158568.0,1907540.0,2010,41.902029438,-87.69299956100001
035XX S RHODES AVE,0560,ASSAULT,False,False,212,2.0,4.0,35.0,08A,1180172.0,1881335.0,2008,41.829651528,-87.614451899
019XX W LAKE ST,2820,OTHER OFFENSE,False,False,1333,12.0,27.0,28.0,26,1163399.0,1901381.0,2005,41.885028339,-87.675428114
006XX E 43RD ST,0890,THEFT,False,False,214,2.0,4.0,38.0,06,1181073.0,1876636.0,2017,41.816736383,-87.61129106799999
032XX N KEATING AVE,0917,MOTOR VEHICLE THEFT,False,False,1731,17.0,30.0,15.0,07,1144258.0,1921090.0,2013,41.93949309,-87.745221301
114XX S LOTHAIR AVE,1310,CRIMINAL DAMAGE,False,False,2212,22.0,19.0,75.0,14,1163863.0,1828597.0,2013,41.68528983,-87.675768265
044XX S ARTESIAN AVE,0610,BURGLARY,False,False,922,9.0,15.0,58.0,05,1160763.0,1875195.0,2019,41.813226256,-87.68583298
057XX S MICHIGAN AVE,0460,BATTERY,False,False,233,2.0,20.0,40.0,08B,1178138.0,1866922.0,2003,41.790147456999996,-87.622352022
022XX W TOUHY AVE,1310,CRIMINAL DAMAGE,False,True,2411,24.0,49.0,2.0,14,1159983.0,1947715.0,2012,42.01224271,-87.686688529
055XX S WELLS ST,0560,ASSAULT,False,False,711,9.0,3.0,68.0,08A,1175550.0,1868337.0,2008,41.794088699,-87.631799109
042XX N MARINE DR,0460,BATTERY,False,False,1915,19.0,46.0,3.0,08B,1170986.0,1928779.0,2015,41.960046783,-87.646762046
023XX W 50TH PL,0610,BURGLARY,False,False,931,9.0,16.0,63.0,05,1161725.0,1871130.0,2016,41.802051451,-87.682417236
064XX S LAFLIN ST,0265,CRIM SEXUAL ASSAULT,True,False,725,7.0,17.0,67.0,02,1167445.0,1861934.0,2014,41.776695738,-87.66170311
020XX W THOMAS ST,0820,THEFT,False,False,1312,12.0,32.0,24.0,06,1162622.0,1907324.0,2012,41.901352716,-87.678114725
014XX N LEAMINGTON AVE,0545,ASSAULT,False,False,2533,25.0,37.0,25.0,08A,1141772.0,1909093.0,2017,41.9066185,-87.754655732
033XX W ADAMS ST,2092,NARCOTICS,True,False,1124,11.0,28.0,27.0,26,1154115.0,1898876.0,2004,41.878344616999996,-87.709587447
048XX S DR MARTIN LUTHER KING JR DR,031A,ROBBERY,False,False,224,2.0,3.0,38.0,03,1179678.0,1872980.0,2008,41.806736066999996,-87.616520081
041XX S STATE ST,0460,BATTERY,False,False,214,2.0,3.0,38.0,08B,1176956.0,1877748.0,2002,41.819881744,-87.62635954
014XX W 13TH ST,1350,CRIMINAL TRESPASS,True,False,1231,12.0,2.0,28.0,26,1166967.0,1894160.0,2002,41.865137529,-87.662533116
115XX S MARSHFIELD AVE,0460,BATTERY,True,False,2234,22.0,34.0,75.0,08B,1167436.0,1828281.0,2004,41.684347089,-87.662697334
120XX S INDIANA AVE,1310,CRIMINAL DAMAGE,False,False,532,5.0,9.0,53.0,14,1179739.0,1825259.0,2003,41.67578264,-87.61775174
013XX S CLINTON ST,0860,THEFT,True,False,131,1.0,2.0,28.0,06,1172924.0,1894302.0,2009,41.865397377,-87.64066077700001
057XX N WESTERN AVE,502R,OTHER OFFENSE,True,False,2012,20.0,40.0,4.0,26,1159290.0,1937958.0,2016,41.985483495,-87.68950834600001
052XX W POTOMAC AVE,0486,BATTERY,False,True,2532,25.0,37.0,25.0,08B,1141299.0,1908156.0,2010,41.904056008000005,-87.756416422
075XX S COLES AVE,2027,NARCOTICS,True,False,421,4.0,7.0,43.0,18,1195964.0,1855586.0,2003,41.758617623,-87.55736521
063XX W BELMONT AVE,0560,ASSAULT,False,False,1633,16.0,36.0,17.0,08A,1133652.0,1920601.0,2018,41.938344269,-87.78421355
078XX S ST LAWRENCE AVE,2027,NARCOTICS,True,False,624,6.0,6.0,69.0,18,1181592.0,1853181.0,2009,41.752361714,-87.610110959
0000X E ROOSEVELT RD,1210,DECEPTIVE PRACTICE,True,False,132,1.0,2.0,32.0,11,1176818.0,1895074.0,2007,41.867428687,-87.626342565
078XX S RIDGELAND AVE,0630,BURGLARY,False,False,414,4.0,8.0,43.0,05,1189230.0,1853346.0,2014,41.752634895,-87.58211608
079XX S MANISTEE AVE,0810,THEFT,False,False,422,4.0,7.0,46.0,06,1195889.0,1852823.0,2004,41.751037603,-87.55773136200001
020XX W 71ST ST,0520,ASSAULT,False,True,735,7.0,17.0,67.0,04A,1164098.0,1857574.0,2004,41.764802380999996,-87.674095619
061XX N WINCHESTER AVE,0486,BATTERY,True,True,2413,24.0,40.0,2.0,08B,1162269.0,1940570.0,2013,41.99258894,-87.67847833799999
009XX W ARMITAGE AVE,0430,BATTERY,False,False,1813,18.0,43.0,7.0,04B,1169525.0,1913487.0,2009,41.918116868,-87.652579784
062XX S DR MARTIN LUTHER KING JR DR,0320,ROBBERY,False,False,311,3.0,20.0,40.0,03,1179993.0,1863671.0,2004,41.781184105,-87.61564980600001
045XX W 16TH ST,1320,CRIMINAL DAMAGE,False,False,1012,10.0,24.0,29.0,14,1146568.0,1891660.0,2007,41.858690194,-87.737482535
105XX S HALE AVE,0486,BATTERY,False,True,2212,22.0,19.0,72.0,08B,1165617.0,1834654.0,2010,41.701874353,-87.669176298
0000X E 63RD ST,1811,NARCOTICS,True,False,312,3.0,20.0,69.0,18,1177914.0,1863227.0,2012,41.780013087,-87.62328524700001
016XX N TRIPP AVE,051B,ASSAULT,True,False,2534,25.0,30.0,23.0,04A,1147803.0,1910563.0,2014,41.910538546,-87.73246339399999
052XX W VAN BUREN ST,2014,NARCOTICS,True,False,1522,15.0,29.0,25.0,18,1141587.0,1897511.0,2011,41.874839515,-87.75562177100001
046XX N MAGNOLIA AVE,0263,CRIM SEXUAL ASSAULT,False,False,2311,19.0,46.0,3.0,02,1167083.0,1930880.0,2003,41.965896919,-87.661050617
002XX W 95TH ST,0890,THEFT,False,False,634,6.0,21.0,49.0,06,1176526.0,1841949.0,2003,41.721655043,-87.629012402
050XX W EDDY ST,0820,THEFT,False,False,1634,16.0,38.0,15.0,06,1142158.0,1923154.0,2003,41.945196175999996,-87.752888133
020XX N MOBILE AVE,0484,BATTERY,False,False,2512,25.0,29.0,19.0,08B,1134085.0,1912952.0,2003,41.917346904,-87.78280264799999
059XX W CHICAGO AVE,0810,THEFT,False,False,1511,15.0,29.0,25.0,06,1136594.0,1904727.0,2003,41.894731932,-87.77378150700001
099XX S CALHOUN AVE,1310,CRIMINAL DAMAGE,False,False,431,4.0,7.0,51.0,14,1194791.0,1839655.0,2003,41.714930554,-87.562187228
095XX S CALHOUN AVE,1812,NARCOTICS,True,False,431,4.0,7.0,51.0,18,1194727.0,1841864.0,2012,41.720993832,-87.56234917
052XX W LAKE ST,3731,INTERFERENCE WITH PUBLIC OFFICER,True,False,1523,15.0,28.0,25.0,24,1141190.0,1902044.0,2011,41.887285963000004,-87.75696763299999
013XX N LOREL AVE,0620,BURGLARY,True,False,2532,25.0,37.0,25.0,05,1140396.0,1908327.0,2016,41.904541869,-87.75972921700001
079XX S JUSTINE ST,1310,CRIMINAL DAMAGE,False,False,612,6.0,21.0,71.0,14,1167386.0,1852027.0,2011,41.749510875,-87.662202764
004XX N ORLEANS ST,1310,CRIMINAL DAMAGE,False,False,1831,18.0,42.0,8.0,14,1173857.0,1903119.0,2016,41.889571081,-87.63697311600001
015XX N LAKE SHORE DR NB,1900,OTHER NARCOTIC VIOLATION,False,False,1824,18.0,43.0,8.0,18,1176858.0,1910727.0,2010,41.91038043,-87.625721846
034XX N MONTICELLO AVE,0810,THEFT,False,False,1732,17.0,35.0,21.0,06,1151450.0,1922576.0,2009,41.943432353,-87.718749267
094XX S HARVARD AVE,0910,MOTOR VEHICLE THEFT,False,False,634,6.0,21.0,49.0,07,1175662.0,1842226.0,2014,41.722434522,-87.632168804
028XX W 83RD PL,1310,CRIMINAL DAMAGE,False,False,835,8.0,18.0,70.0,14,1158813.0,1849143.0,2008,41.741775927,-87.693696492
070XX S CLYDE AVE,0420,BATTERY,False,False,331,3.0,5.0,43.0,04B,1191435.0,1858491.0,2017,41.766700080999996,-87.57386935299999
056XX S LAFAYETTE AVE,0460,BATTERY,False,False,233,2.0,3.0,40.0,08B,1176938.0,1867690.0,2003,41.792282072,-87.626728916
043XX S LAKE SHORE DR NB,0460,BATTERY,False,False,222,2.0,4.0,39.0,08B,1185641.0,1876579.0,2012,41.81647342,-87.594536554
070XX S HALSTED ST,0430,BATTERY,False,False,732,7.0,6.0,68.0,04B,1172186.0,1858083.0,2006,41.766025213,-87.644435915
053XX W NORTH AVE,0486,BATTERY,False,True,2532,25.0,37.0,25.0,08B,1140655.0,1910122.0,2008,41.909462799,-87.758733656
005XX E BROWNING AVE,2095,NARCOTICS,True,False,212,2.0,4.0,35.0,18,1180760.0,1881423.0,2004,41.829879483,-87.61229185100001
022XX N LINCOLN AVE,0810,THEFT,False,False,1812,18.0,43.0,7.0,06,1171513.0,1915251.0,2019,41.922913834,-87.645223803
076XX S WOLCOTT AVE,0890,THEFT,False,False,611,6.0,18.0,71.0,06,1165011.0,1854107.0,2010,41.755269199000004,-87.67084707
023XX S CHRISTIANA AVE,0560,ASSAULT,False,False,1024,10.0,22.0,30.0,08A,1154399.0,1888201.0,2005,41.849045571,-87.708829783
026XX N ELSTON AVE,0860,THEFT,True,False,1432,14.0,1.0,22.0,06,1160867.0,1917657.0,2007,41.929743818,-87.684273777
031XX S LOWE AVE,0910,MOTOR VEHICLE THEFT,False,False,924,9.0,11.0,60.0,07,1172474.0,1884181.0,2007,41.837634499,-87.64261159200001
044XX N KEOKUK AVE,1310,CRIMINAL DAMAGE,False,False,1722,17.0,45.0,16.0,14,1147465.0,1929369.0,2002,41.962150358,-87.733221481
039XX W 16TH ST,2026,NARCOTICS,True,False,1014,10.0,24.0,29.0,18,1150508.0,1891759.0,2011,41.858885919,-87.723017445
039XX W CHICAGO AVE,2024,NARCOTICS,True,False,1112,11.0,27.0,23.0,18,1150161.0,1905059.0,2010,41.895389368000004,-87.723944549
017XX W 76TH ST,502R,OTHER OFFENSE,True,False,611,6.0,17.0,71.0,26,1166248.0,1854305.0,2011,41.75578631,-87.66630815399999
051XX S WABASH AVE,0460,BATTERY,False,False,232,2.0,3.0,40.0,08B,1177587.0,1870918.0,2004,41.801125349,-87.62425151299999
001XX E WACKER DR,0810,THEFT,False,False,114,1.0,42.0,32.0,06,1177683.0,1902638.0,2016,41.888165132,-87.62293721200001
008XX N STATE ST,0870,THEFT,False,False,1832,18.0,42.0,8.0,06,1176223.0,1905805.0,2005,41.896888585999996,-87.628203192
008XX N LAWLER AVE,1120,DECEPTIVE PRACTICE,False,False,1531,15.0,37.0,25.0,10,1142536.0,1905109.0,2016,41.895671772,-87.751948398
062XX S PAULINA ST,0460,BATTERY,True,False,714,7.0,15.0,67.0,08B,1166077.0,1863419.0,2002,41.780799978000005,-87.66667594399999
043XX N MOODY AVE,0460,BATTERY,False,False,1624,16.0,38.0,15.0,08B,1134570.0,1928248.0,2008,41.959312254000004,-87.78065841
064XX S ARTESIAN AVE,2825,OTHER OFFENSE,False,False,825,8.0,15.0,66.0,26,1161145.0,1861971.0,2009,41.77692997,-87.68479772
029XX W FLOURNOY ST,2024,NARCOTICS,True,False,1135,11.0,2.0,27.0,18,1156906.0,1896892.0,2007,41.872844205999996,-87.699393275
066XX S OAKLEY AVE,051A,ASSAULT,False,False,832,8.0,15.0,66.0,04A,1162219.0,1860492.0,2004,41.772849096,-87.680901581
063XX S KEDVALE AVE,2825,OTHER OFFENSE,False,True,813,8.0,13.0,65.0,26,1149796.0,1862132.0,2018,41.777599112,-87.72639913399999
013XX S LAWNDALE AVE,0460,BATTERY,False,False,1011,10.0,24.0,29.0,08B,1151922.0,1893510.0,2007,41.863663168,-87.717781003
0000X E 100TH ST,0486,BATTERY,False,True,511,5.0,9.0,49.0,08B,1178484.0,1838684.0,2003,41.71265127,-87.621939451
061XX S HAMLIN AVE,1811,NARCOTICS,True,False,823,8.0,13.0,65.0,18,1152088.0,1863805.0,2007,41.782145385999996,-87.717952645
041XX S CALIFORNIA AVE,1330,CRIMINAL TRESPASS,False,False,912,9.0,14.0,58.0,26,1158379.0,1877130.0,2011,41.818585099,-87.69452488399999
052XX S GREENWOOD AVE,1320,CRIMINAL DAMAGE,False,False,2131,2.0,4.0,41.0,14,1184265.0,1870755.0,2003,41.800524282,-87.599766318
065XX S SANGAMON ST,051A,ASSAULT,False,True,723,7.0,17.0,68.0,04A,1171101.0,1861429.0,2002,41.775230822,-87.64831513
038XX N ST LOUIS AVE,0497,BATTERY,False,True,1732,17.0,35.0,16.0,04B,1152368.0,1925523.0,2007,41.951501027,-87.71529702
0000X N HALSTED ST,0890,THEFT,False,False,1224,12.0,27.0,28.0,06,1171049.0,1900319.0,2018,41.881949766,-87.64736739700001
073XX S WESTERN AVE,1130,DECEPTIVE PRACTICE,False,False,835,8.0,18.0,66.0,11,1161646.0,1855888.0,2002,41.76022697,-87.68312964
015XX N WELLS ST,0820,THEFT,False,False,1821,18.0,43.0,8.0,06,1174420.0,1910645.0,2010,41.91021026,-87.634680481
022XX N MARMORA AVE,0915,MOTOR VEHICLE THEFT,False,False,2515,25.0,37.0,19.0,07,1136693.0,1914346.0,2003,41.921125861,-87.77318719899999
0000X S CLINTON ST,0860,THEFT,False,False,121,1.0,42.0,28.0,06,1172736.0,1900119.0,2017,41.881363784,-87.64117872899999
084XX S STONY ISLAND AVE,1320,CRIMINAL DAMAGE,False,False,412,4.0,8.0,45.0,14,1188390.0,1849473.0,2011,41.7420271,-87.58531766799999
006XX E GRAND AVE,0460,BATTERY,False,False,1834,18.0,42.0,8.0,08B,1180796.0,1904058.0,2005,41.891990384,-87.61146150200001
024XX W 68TH ST,0460,BATTERY,False,False,832,8.0,15.0,66.0,08B,1161116.0,1859493.0,2007,41.770130589000004,-87.68497252
040XX W 19TH ST,2027,NARCOTICS,True,False,1012,10.0,24.0,29.0,18,1149575.0,1890337.0,2006,41.855001925,-87.72647909700001
050XX S ASHLAND AVE,1506,PROSTITUTION,True,False,931,9.0,16.0,61.0,16,1166524.0,1871398.0,2003,41.802685798,-87.66480968100001
043XX W GLADYS AVE,0910,MOTOR VEHICLE THEFT,False,False,1131,11.0,24.0,26.0,07,1147560.0,1898002.0,2012,41.876074463,-87.733678593
020XX W 76TH ST,0620,BURGLARY,False,False,611,6.0,18.0,71.0,05,1163868.0,1854246.0,2017,41.755674711,-87.675031983
023XX S STATE ST,1350,CRIMINAL TRESPASS,False,False,134,1.0,3.0,33.0,26,1176683.0,1888842.0,2008,41.850330711,-87.62702637299999
014XX N ROCKWELL ST,1310,CRIMINAL DAMAGE,False,False,1423,14.0,26.0,24.0,14,1158811.0,1909517.0,2007,41.907449506999995,-87.6920527
036XX W LAWRENCE AVE,0486,BATTERY,False,True,1723,17.0,33.0,14.0,08B,1151038.0,1931646.0,2016,41.968329182,-87.720025005
009XX W 50TH ST,0820,THEFT,False,False,921,9.0,20.0,61.0,06,1170948.0,1871679.0,2010,41.803361324,-87.64857673600001
077XX S DR MARTIN LUTHER KING JR DR,1811,NARCOTICS,True,False,623,6.0,6.0,69.0,18,1180244.0,1853879.0,2013,41.754308091,-87.615029402
103XX S ELIZABETH ST,0890,THEFT,False,False,2232,22.0,21.0,73.0,06,1169846.0,1836216.0,2010,41.706070186,-87.65364580299999
055XX S LAFLIN ST,0910,MOTOR VEHICLE THEFT,False,False,713,7.0,16.0,67.0,07,1167282.0,1867995.0,2005,41.793331358,-87.66212721
003XX W ERIE ST,0810,THEFT,True,False,1831,18.0,42.0,8.0,06,1174096.0,1904722.0,2015,41.893964478,-87.63604757600001
017XX W DIVISION ST,0810,THEFT,True,False,1213,12.0,1.0,24.0,06,1164808.0,1908052.0,2017,41.903304304,-87.670064675
001XX W NORTH AVE,1305,CRIMINAL DAMAGE,False,False,1814,18.0,43.0,7.0,14,1175179.0,1911001.0,2006,41.911170141999996,-87.631881548
040XX W MONROE ST,0495,BATTERY,False,False,1115,11.0,28.0,26.0,04B,1149451.0,1899354.0,2009,41.87974804,-87.726700354
066XX W IRVING PARK RD,1811,NARCOTICS,True,False,1632,16.0,38.0,17.0,18,1131425.0,1925860.0,2011,41.952814406,-87.79227641899999
119XX S WENTWORTH AVE,1150,DECEPTIVE PRACTICE,False,True,522,5.0,9.0,53.0,11,1177086.0,1825801.0,2006,41.677330022,-87.62744599999999
013XX W LUNT AVE,0265,CRIM SEXUAL ASSAULT,False,False,2423,24.0,49.0,1.0,02,1165964.0,1946632.0,2015,42.009144855,-87.66471278899999
089XX S EGGLESTON AVE,0820,THEFT,False,False,2223,22.0,21.0,71.0,06,1174864.0,1845664.0,2003,41.731886657,-87.63498959799999
032XX N MONTICELLO AVE,1320,CRIMINAL DAMAGE,False,False,1732,17.0,35.0,21.0,14,1151490.0,1921199.0,2008,41.93965297,-87.718638539
045XX S WOLCOTT AVE,2022,NARCOTICS,True,False,924,9.0,12.0,61.0,18,1164445.0,1874674.0,2012,41.811719648,-87.67234190399999
043XX W ADDISON ST,0430,BATTERY,False,False,1731,17.0,38.0,16.0,04B,1146652.0,1923573.0,2009,41.94626125,-87.73635901700001
095XX S HARVARD AVE,2095,NARCOTICS,True,False,511,5.0,21.0,49.0,18,1175624.0,1841759.0,2002,41.72115386,-87.632321921
058XX S CALUMET AVE,0460,BATTERY,False,True,234,2.0,20.0,40.0,08B,1179482.0,1866311.0,2005,41.788440209,-87.61744264
038XX N KENNETH AVE,0820,THEFT,False,False,1731,17.0,38.0,16.0,06,1145792.0,1925208.0,2002,41.950764223,-87.739478491
006XX W SCOTT ST,0460,BATTERY,False,False,1822,18.0,27.0,8.0,08B,1171756.0,1908737.0,2004,41.905033733,-87.64452317
044XX S KNOX AVE,1310,CRIMINAL DAMAGE,False,True,815,8.0,23.0,56.0,14,1146103.0,1874763.0,2006,41.812331312,-87.73961810600001
117XX S HALSTED ST,0486,BATTERY,False,True,524,5.0,34.0,53.0,08B,1173092.0,1827204.0,2009,41.681268941999996,-87.642024029
022XX S PULASKI RD,1310,CRIMINAL DAMAGE,True,False,1013,10.0,22.0,29.0,14,1150054.0,1889039.0,2003,41.851430749,-87.724754706
049XX S THROOP ST,0486,BATTERY,False,True,933,9.0,20.0,61.0,08B,1168488.0,1872254.0,2013,41.804992614,-87.65758214600001
0000X E 111TH ST,1811,NARCOTICS,True,False,513,5.0,9.0,49.0,18,1178320.0,1831371.0,2007,41.692587095,-87.622761045
051XX W IRVING PARK RD,0460,BATTERY,False,False,1624,16.0,45.0,15.0,08B,1141564.0,1926112.0,2003,41.953324219,-87.75499811200001
065XX S MARSHFIELD AVE,0486,BATTERY,False,True,725,7.0,15.0,67.0,08B,1166448.0,1861433.0,2008,41.775342239000004,-87.66537234100001
024XX N HALSTED ST,0610,BURGLARY,False,False,1935,19.0,43.0,7.0,05,1170528.0,1916608.0,2018,41.92665914,-87.64880319299999
030XX S KILBOURN AVE,0915,MOTOR VEHICLE THEFT,False,False,1031,10.0,22.0,30.0,07,1146885.0,1883949.0,2003,41.83752415,-87.736515633
084XX S MORGAN ST,0610,BURGLARY,False,False,613,6.0,21.0,71.0,05,1171116.0,1848958.0,2006,41.741008476,-87.64862401399999
009XX E 58TH ST,1330,CRIMINAL TRESPASS,False,False,2133,2.0,5.0,41.0,26,1183772.0,1866756.0,2009,41.789562228,-87.601699098
008XX W GEORGE ST,0810,THEFT,False,False,1933,19.0,44.0,6.0,06,1170266.0,1919475.0,2018,41.934532055,-87.64968191700001
041XX W KINZIE ST,1320,CRIMINAL DAMAGE,False,False,1114,11.0,28.0,26.0,14,1148670.0,1902262.0,2018,41.887743028,-87.72949297
055XX S PAULINA ST,0460,BATTERY,False,False,715,7.0,15.0,67.0,08B,1165951.0,1868047.0,2015,41.793502466,-87.667006391
030XX N DAMEN AVE,1360,CRIMINAL TRESPASS,False,False,1913,19.0,32.0,5.0,26,1162490.0,1920007.0,2002,41.936158492,-87.678243716
078XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,True,False,624,6.0,6.0,69.0,14,1182925.0,1853122.0,2013,41.75216896,-87.605227966
004XX S KEDZIE AVE,1320,CRIMINAL DAMAGE,False,False,1134,11.0,28.0,27.0,14,1155109.0,1897796.0,2004,41.875361105,-87.70596666700001
021XX S MAY ST,1811,NARCOTICS,True,False,1233,12.0,25.0,31.0,18,1169130.0,1889898.0,2012,41.853395595,-87.654716396
061XX S CAMPBELL AVE,2820,OTHER OFFENSE,False,True,825,8.0,15.0,66.0,26,1160754.0,1863961.0,2016,41.782398888,-87.68617622
017XX N LOCKWOOD AVE,0470,PUBLIC PEACE VIOLATION,True,False,2532,25.0,37.0,25.0,24,1140791.0,1911143.0,2007,41.912262036,-87.75820889399999
019XX N DRAKE AVE,0486,BATTERY,False,False,1422,14.0,26.0,22.0,08B,1152509.0,1912652.0,2004,41.916179183000004,-87.715119877
021XX N LONG AVE,0560,ASSAULT,False,False,2515,25.0,37.0,19.0,08A,1140035.0,1913783.0,2006,41.919520368,-87.760921537
064XX N CLARK ST,2093,NARCOTICS,True,False,2432,24.0,40.0,1.0,26,1164254.0,1943116.0,2002,41.999533346999996,-87.67110442299999
036XX W ROOSEVELT RD,031A,ROBBERY,False,False,1133,11.0,24.0,29.0,03,1152475.0,1894470.0,2016,41.866286618000004,-87.71572560700001
052XX N SHERIDAN RD,0620,BURGLARY,False,False,2023,20.0,48.0,77.0,05,1168692.0,1935055.0,2008,41.977318446,-87.655013129
014XX N WELLS ST,0870,THEFT,False,False,1821,18.0,27.0,8.0,06,1174441.0,1909982.0,2019,41.908390488,-87.634623176
001XX E 116TH ST,1365,CRIMINAL TRESPASS,True,False,532,5.0,9.0,53.0,26,1179354.0,1827728.0,2014,41.682566708,-87.619086001
025XX W WALTON ST,0810,THEFT,False,False,1211,12.0,26.0,24.0,06,1159253.0,1906235.0,2015,41.898434351,-87.690519375
014XX W FARGO AVE,0810,THEFT,False,False,2422,24.0,49.0,1.0,06,1165372.0,1949542.0,2016,42.017142608,-87.66680755700001
071XX S DORCHESTER AVE,1811,NARCOTICS,True,False,324,3.0,5.0,43.0,18,1186768.0,1858118.0,2005,41.765788342,-87.590987258
059XX W ARTHINGTON ST,051A,ASSAULT,False,False,1513,15.0,29.0,25.0,04A,1136755.0,1895398.0,2011,41.869129027,-87.77341373200001
105XX S TROY ST,1242,DECEPTIVE PRACTICE,False,False,2211,22.0,19.0,74.0,11,1157197.0,1834537.0,2015,41.701727336,-87.70001121600001
057XX S PAYNE DR,0810,THEFT,False,False,233,2.0,20.0,40.0,06,1182112.0,1867214.0,2013,41.790857624000004,-87.607771565
007XX E 111TH ST,3960,INTIMIDATION,False,False,531,5.0,9.0,50.0,26,1183356.0,1831503.0,2002,41.692833841,-87.60431945
089XX S EUCLID AVE,0890,THEFT,False,False,413,4.0,8.0,48.0,06,1190739.0,1845997.0,2012,41.732432274000004,-87.576823066
006XX W 48TH PL,0890,THEFT,False,False,935,9.0,11.0,61.0,06,1172846.0,1872730.0,2009,41.80620367,-87.641584861
054XX N OCTAVIA AVE,0810,THEFT,False,False,1613,16.0,41.0,10.0,06,1126566.0,1935635.0,2003,41.979720867,-87.80991922700001
001XX S CLINTON ST,0890,THEFT,False,False,121,1.0,2.0,28.0,06,1172750.0,1899684.0,2018,41.880169806,-87.641140205
045XX N SHERIDAN RD,0560,ASSAULT,False,False,1914,19.0,46.0,3.0,08A,1168796.0,1930205.0,2012,41.964007642,-87.65477194200001
004XX E 87TH PL,1310,CRIMINAL DAMAGE,False,False,632,6.0,6.0,44.0,14,1180691.0,1847069.0,2013,41.735610425,-87.61360004299999
011XX E 82ND ST,1790,OFFENSE INVOLVING CHILDREN,False,True,411,4.0,8.0,45.0,20,1185184.0,1850851.0,2012,41.745884347,-87.597021041
021XX W ADAMS ST,2024,NARCOTICS,True,False,1211,12.0,2.0,28.0,18,1162009.0,1899055.0,2011,41.878674723,-87.680597381
013XX S TROY ST,1811,NARCOTICS,True,False,1022,10.0,24.0,29.0,18,1155571.0,1893727.0,2014,41.864186063000005,-87.70437984
061XX S NASHVILLE AVE,1780,OFFENSE INVOLVING CHILDREN,False,True,812,8.0,23.0,64.0,26,1133465.0,1863009.0,2015,41.780306459,-87.78624954899999
007XX S WESTERN AVE,1310,CRIMINAL DAMAGE,False,False,1224,12.0,2.0,28.0,14,1160501.0,1896796.0,2004,41.872507156,-87.686196995
047XX N WESTERN AVE,0820,THEFT,False,False,1911,19.0,47.0,4.0,06,1159515.0,1931346.0,2013,41.967335221,-87.688863767
053XX W GEORGE ST,0486,BATTERY,False,True,2514,25.0,31.0,19.0,08B,1140349.0,1918765.0,2006,41.933185746,-87.759645373
