scatter_name,x,y
AverageLifeExpectancy_Footprint,74.8,2.8
AverageLifeExpectancy_Footprint,69.0,1.9
AverageLifeExpectancy_Footprint,80.5,5.6
AverageLifeExpectancy_Footprint,81.9,6.2
AverageLifeExpectancy_Footprint,82.7,4.6
AverageLifeExpectancy_Footprint,75.3,1.9
AverageLifeExpectancy_Footprint,83.2,5.0
AverageLifeExpectancy_Footprint,68.6,5.6
AverageLifeExpectancy_Footprint,60.3,1.0
AverageLifeExpectancy_Footprint,69.7,1.9
AverageLifeExpectancy_Footprint,73.6,6.3
AverageLifeExpectancy_Footprint,78.8,3.8
AverageLifeExpectancy_Footprint,48.9,1.7
AverageLifeExpectancy_Footprint,60.2,1.2
AverageLifeExpectancy_Footprint,72.8,5.8
AverageLifeExpectancy_Footprint,81.1,15.8
AverageLifeExpectancy_Footprint,75.1,3.3
AverageLifeExpectancy_Footprint,60.1,0.8
AverageLifeExpectancy_Footprint,74.4,3.7
AverageLifeExpectancy_Footprint,80.2,4.4
AverageLifeExpectancy_Footprint,62.6,2.5
AverageLifeExpectancy_Footprint,74.0,3.5
AverageLifeExpectancy_Footprint,76.4,2.9
AverageLifeExpectancy_Footprint,68.6,6.1
AverageLifeExpectancy_Footprint,75.8,3.8
AverageLifeExpectancy_Footprint,73.4,1.7
AverageLifeExpectancy_Footprint,54.3,0.9
AverageLifeExpectancy_Footprint,65.5,1.4
AverageLifeExpectancy_Footprint,64.0,2.5
AverageLifeExpectancy_Footprint,68.8,1.0
AverageLifeExpectancy_Footprint,81.2,5.3
AverageLifeExpectancy_Footprint,81.4,5.6
AverageLifeExpectancy_Footprint,74.3,1.4
AverageLifeExpectancy_Footprint,60.0,1.6
AverageLifeExpectancy_Footprint,52.1,1.2
AverageLifeExpectancy_Footprint,81.3,5.0
AverageLifeExpectancy_Footprint,76.3,7.5
AverageLifeExpectancy_Footprint,65.7,0.8
AverageLifeExpectancy_Footprint,72.6,1.2
AverageLifeExpectancy_Footprint,77.2,2.8
AverageLifeExpectancy_Footprint,72.6,4.2
AverageLifeExpectancy_Footprint,74.1,2.3
AverageLifeExpectancy_Footprint,67.9,1.1
AverageLifeExpectancy_Footprint,76.9,4.4
AverageLifeExpectancy_Footprint,80.3,3.9
AverageLifeExpectancy_Footprint,61.0,1.3
AverageLifeExpectancy_Footprint,74.3,2.7
AverageLifeExpectancy_Footprint,69.5,5.7
AverageLifeExpectancy_Footprint,63.1,0.9
AverageLifeExpectancy_Footprint,65.4,1.2
AverageLifeExpectancy_Footprint,74.5,2.7
AverageLifeExpectancy_Footprint,49.8,1.2
AverageLifeExpectancy_Footprint,75.9,4.1
AverageLifeExpectancy_Footprint,80.0,5.8
AverageLifeExpectancy_Footprint,56.3,3.3
AverageLifeExpectancy_Footprint,81.3,5.7
AverageLifeExpectancy_Footprint,82.2,3.7
AverageLifeExpectancy_Footprint,74.6,1.3
AverageLifeExpectancy_Footprint,70.8,4.3
AverageLifeExpectancy_Footprint,48.9,2.0
AverageLifeExpectancy_Footprint,81.8,7.3
AverageLifeExpectancy_Footprint,82.6,5.8
AverageLifeExpectancy_Footprint,70.4,1.5
AverageLifeExpectancy_Footprint,69.0,0.9
AverageLifeExpectancy_Footprint,63.5,1.3
AverageLifeExpectancy_Footprint,74.1,2.7
AverageLifeExpectancy_Footprint,58.6,1.1
AverageLifeExpectancy_Footprint,70.1,7.9
AverageLifeExpectancy_Footprint,74.6,2.3
AverageLifeExpectancy_Footprint,74.7,3.3
AverageLifeExpectancy_Footprint,65.3,5.5
AverageLifeExpectancy_Footprint,57.1,1.2
AverageLifeExpectancy_Footprint,70.3,2.8
AverageLifeExpectancy_Footprint,80.4,4.9
AverageLifeExpectancy_Footprint,78.8,8.2
AverageLifeExpectancy_Footprint,76.9,2.9
AverageLifeExpectancy_Footprint,68.2,2.3
AverageLifeExpectancy_Footprint,71.3,1.9
AverageLifeExpectancy_Footprint,73.9,3.6
AverageLifeExpectancy_Footprint,75.5,1.7
AverageLifeExpectancy_Footprint,63.3,1.0
AverageLifeExpectancy_Footprint,58.4,1.0
AverageLifeExpectancy_Footprint,53.7,1.4
AverageLifeExpectancy_InequalityOfOutcomes,59.7,0.43
AverageLifeExpectancy_InequalityOfOutcomes,77.3,0.17
AverageLifeExpectancy_InequalityOfOutcomes,74.3,0.24
AverageLifeExpectancy_InequalityOfOutcomes,75.9,0.16
AverageLifeExpectancy_InequalityOfOutcomes,74.4,0.22
AverageLifeExpectancy_InequalityOfOutcomes,82.1,0.08
AverageLifeExpectancy_InequalityOfOutcomes,81.0,0.07
AverageLifeExpectancy_InequalityOfOutcomes,70.8,0.27
AverageLifeExpectancy_InequalityOfOutcomes,70.9,0.13
AverageLifeExpectancy_InequalityOfOutcomes,80.4,0.09
AverageLifeExpectancy_InequalityOfOutcomes,69.8,0.18
AverageLifeExpectancy_InequalityOfOutcomes,59.2,0.44
AverageLifeExpectancy_InequalityOfOutcomes,68.7,0.27
AverageLifeExpectancy_InequalityOfOutcomes,67.5,0.35000000000000003
AverageLifeExpectancy_InequalityOfOutcomes,76.2,0.19
AverageLifeExpectancy_InequalityOfOutcomes,64.2,0.28
AverageLifeExpectancy_InequalityOfOutcomes,73.9,0.22
AverageLifeExpectancy_InequalityOfOutcomes,73.9,0.19
AverageLifeExpectancy_InequalityOfOutcomes,58.0,0.43
AverageLifeExpectancy_InequalityOfOutcomes,55.8,0.48
AverageLifeExpectancy_InequalityOfOutcomes,67.5,0.28
AverageLifeExpectancy_InequalityOfOutcomes,54.6,0.47
AverageLifeExpectancy_InequalityOfOutcomes,81.7,0.09
AverageLifeExpectancy_InequalityOfOutcomes,50.8,0.51
AverageLifeExpectancy_InequalityOfOutcomes,81.1,0.14
AverageLifeExpectancy_InequalityOfOutcomes,75.4,0.17
AverageLifeExpectancy_InequalityOfOutcomes,73.7,0.24
AverageLifeExpectancy_InequalityOfOutcomes,62.6,0.36
AverageLifeExpectancy_InequalityOfOutcomes,79.1,0.15
AverageLifeExpectancy_InequalityOfOutcomes,50.8,0.45
AverageLifeExpectancy_InequalityOfOutcomes,77.0,0.12
AverageLifeExpectancy_InequalityOfOutcomes,79.8,0.12
AverageLifeExpectancy_InequalityOfOutcomes,78.2,0.09
AverageLifeExpectancy_InequalityOfOutcomes,79.8,0.07
AverageLifeExpectancy_InequalityOfOutcomes,61.3,0.42
AverageLifeExpectancy_InequalityOfOutcomes,73.1,0.3
AverageLifeExpectancy_InequalityOfOutcomes,75.4,0.22
AverageLifeExpectancy_InequalityOfOutcomes,70.7,0.23
AverageLifeExpectancy_InequalityOfOutcomes,72.5,0.22
AverageLifeExpectancy_InequalityOfOutcomes,76.2,0.12
AverageLifeExpectancy_InequalityOfOutcomes,62.8,0.36
AverageLifeExpectancy_InequalityOfOutcomes,80.4,0.06
AverageLifeExpectancy_InequalityOfOutcomes,81.8,0.09
AverageLifeExpectancy_InequalityOfOutcomes,63.3,0.36
AverageLifeExpectancy_InequalityOfOutcomes,74.6,0.2
AverageLifeExpectancy_InequalityOfOutcomes,80.6,0.08
AverageLifeExpectancy_InequalityOfOutcomes,61.0,0.38
AverageLifeExpectancy_InequalityOfOutcomes,80.5,0.16
AverageLifeExpectancy_InequalityOfOutcomes,71.4,0.27
AverageLifeExpectancy_InequalityOfOutcomes,57.7,0.42
AverageLifeExpectancy_InequalityOfOutcomes,62.1,0.37
AverageLifeExpectancy_InequalityOfOutcomes,72.8,0.31
AverageLifeExpectancy_InequalityOfOutcomes,83.6,0.1
AverageLifeExpectancy_InequalityOfOutcomes,74.9,0.15
AverageLifeExpectancy_InequalityOfOutcomes,82.2,0.05
AverageLifeExpectancy_InequalityOfOutcomes,67.3,0.31
AverageLifeExpectancy_InequalityOfOutcomes,68.5,0.21
AverageLifeExpectancy_InequalityOfOutcomes,74.8,0.23
AverageLifeExpectancy_InequalityOfOutcomes,69.0,0.27
AverageLifeExpectancy_InequalityOfOutcomes,80.5,0.08
AverageLifeExpectancy_InequalityOfOutcomes,81.9,0.08
AverageLifeExpectancy_InequalityOfOutcomes,82.7,0.12
AverageLifeExpectancy_InequalityOfOutcomes,75.3,0.21
AverageLifeExpectancy_InequalityOfOutcomes,83.2,0.09
AverageLifeExpectancy_InequalityOfOutcomes,68.6,0.18
AverageLifeExpectancy_InequalityOfOutcomes,60.3,0.38
AverageLifeExpectancy_InequalityOfOutcomes,69.7,0.18
AverageLifeExpectancy_InequalityOfOutcomes,73.6,0.14
AverageLifeExpectancy_InequalityOfOutcomes,78.8,0.19
AverageLifeExpectancy_InequalityOfOutcomes,48.9,0.42
AverageLifeExpectancy_InequalityOfOutcomes,60.2,0.38
AverageLifeExpectancy_InequalityOfOutcomes,72.8,0.11
AverageLifeExpectancy_InequalityOfOutcomes,81.1,0.07
AverageLifeExpectancy_InequalityOfOutcomes,75.1,0.18
AverageLifeExpectancy_InequalityOfOutcomes,60.1,0.45
AverageLifeExpectancy_InequalityOfOutcomes,74.4,0.1
AverageLifeExpectancy_InequalityOfOutcomes,80.2,0.13
AverageLifeExpectancy_InequalityOfOutcomes,62.6,0.37
AverageLifeExpectancy_InequalityOfOutcomes,74.0,0.17
AverageLifeExpectancy_InequalityOfOutcomes,76.4,0.19
AverageLifeExpectancy_InequalityOfOutcomes,68.6,0.22
AverageLifeExpectancy_InequalityOfOutcomes,75.8,0.16
AverageLifeExpectancy_InequalityOfOutcomes,73.4,0.25
AverageLifeExpectancy_InequalityOfOutcomes,54.3,0.43
AverageLifeExpectancy_InequalityOfOutcomes,65.5,0.32
AverageLifeExpectancy_InequalityOfOutcomes,64.0,0.26
AverageLifeExpectancy_InequalityOfOutcomes,68.8,0.27
AverageLifeExpectancy_InequalityOfOutcomes,81.2,0.04
AverageLifeExpectancy_InequalityOfOutcomes,81.4,0.08
AverageLifeExpectancy_InequalityOfOutcomes,74.3,0.25
AverageLifeExpectancy_InequalityOfOutcomes,60.0,0.4
AverageLifeExpectancy_InequalityOfOutcomes,52.1,0.44
AverageLifeExpectancy_InequalityOfOutcomes,81.3,0.07
AverageLifeExpectancy_InequalityOfOutcomes,76.3,0.13
AverageLifeExpectancy_InequalityOfOutcomes,65.7,0.4
AverageLifeExpectancy_InequalityOfOutcomes,72.6,0.24
AverageLifeExpectancy_InequalityOfOutcomes,77.2,0.19
AverageLifeExpectancy_InequalityOfOutcomes,72.6,0.22
AverageLifeExpectancy_InequalityOfOutcomes,74.1,0.21
AverageLifeExpectancy_InequalityOfOutcomes,67.9,0.26
AverageLifeExpectancy_InequalityOfOutcomes,76.9,0.11
AverageLifeExpectancy_InequalityOfOutcomes,80.3,0.16
AverageLifeExpectancy_InequalityOfOutcomes,61.0,0.4
AverageLifeExpectancy_InequalityOfOutcomes,74.3,0.19
AverageLifeExpectancy_InequalityOfOutcomes,69.5,0.16
AverageLifeExpectancy_InequalityOfOutcomes,63.1,0.37
AverageLifeExpectancy_InequalityOfOutcomes,65.4,0.33
AverageLifeExpectancy_InequalityOfOutcomes,74.5,0.19
AverageLifeExpectancy_InequalityOfOutcomes,49.8,0.5
AverageLifeExpectancy_InequalityOfOutcomes,75.9,0.13
AverageLifeExpectancy_InequalityOfOutcomes,80.0,0.1
AverageLifeExpectancy_InequalityOfOutcomes,56.3,0.33
AverageLifeExpectancy_InequalityOfOutcomes,81.3,0.11
AverageLifeExpectancy_InequalityOfOutcomes,82.2,0.1
AverageLifeExpectancy_InequalityOfOutcomes,74.6,0.17
AverageLifeExpectancy_InequalityOfOutcomes,70.8,0.19
AverageLifeExpectancy_InequalityOfOutcomes,48.9,0.41
AverageLifeExpectancy_InequalityOfOutcomes,81.8,0.06
AverageLifeExpectancy_InequalityOfOutcomes,82.6,0.06
AverageLifeExpectancy_InequalityOfOutcomes,70.4,0.3
AverageLifeExpectancy_InequalityOfOutcomes,69.0,0.26
AverageLifeExpectancy_InequalityOfOutcomes,63.5,0.33
AverageLifeExpectancy_InequalityOfOutcomes,74.1,0.15
AverageLifeExpectancy_InequalityOfOutcomes,58.6,0.43
AverageLifeExpectancy_InequalityOfOutcomes,70.1,0.21
AverageLifeExpectancy_InequalityOfOutcomes,74.6,0.22
AverageLifeExpectancy_InequalityOfOutcomes,74.7,0.19
AverageLifeExpectancy_InequalityOfOutcomes,65.3,0.31
AverageLifeExpectancy_InequalityOfOutcomes,57.1,0.41
AverageLifeExpectancy_InequalityOfOutcomes,70.3,0.17
AverageLifeExpectancy_InequalityOfOutcomes,80.4,0.09
AverageLifeExpectancy_InequalityOfOutcomes,78.8,0.13
AverageLifeExpectancy_InequalityOfOutcomes,76.9,0.18
AverageLifeExpectancy_InequalityOfOutcomes,68.2,0.3
AverageLifeExpectancy_InequalityOfOutcomes,71.3,0.22
AverageLifeExpectancy_InequalityOfOutcomes,73.9,0.19
AverageLifeExpectancy_InequalityOfOutcomes,75.5,0.19
AverageLifeExpectancy_InequalityOfOutcomes,63.3,0.39
AverageLifeExpectancy_InequalityOfOutcomes,58.4,0.41
AverageLifeExpectancy_InequalityOfOutcomes,53.7,0.37
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,59.7,38.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,77.3,69.7
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,74.3,60.5
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,75.9,68.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,74.4,66.9
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,82.1,78.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,81.0,78.0
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,70.8,56.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,70.9,66.7
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,80.4,77.2
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,69.8,61.7
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,59.2,37.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,68.7,54.5
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,67.5,47.9
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,76.2,71.1
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,64.2,50.8
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,73.9,63.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,73.9,68.1
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,58.0,36.5
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,55.8,33.0
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,67.5,54.2
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,54.6,33.1
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,81.7,77.8
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,50.8,27.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,81.1,74.9
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,75.4,68.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,73.7,63.1
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,62.6,43.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,79.1,72.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,50.8,30.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,77.0,73.5
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,79.8,76.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,78.2,75.5
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,79.8,76.8
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,61.3,41.4
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,73.1,60.8
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,75.4,64.1
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,70.7,61.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,72.5,62.5
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,76.2,72.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,62.8,43.8
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,80.4,77.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,81.8,78.5
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,63.3,45.8
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,74.6,66.9
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,80.6,77.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,61.0,42.2
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,80.5,77.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,71.4,59.2
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,57.7,37.2
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,62.1,42.9
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,72.8,58.5
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,83.6,81.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,74.9,70.9
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,82.2,79.8
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,67.3,51.1
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,68.5,57.2
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,74.8,66.9
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,69.0,55.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,80.5,77.5
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,81.9,78.7
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,82.7,80.2
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,75.3,66.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,83.2,80.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,68.6,60.7
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,60.3,41.0
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,69.7,60.2
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,73.6,68.7
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,78.8,73.1
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,48.9,32.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,60.2,40.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,72.8,68.8
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,81.1,79.0
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,75.1,69.4
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,60.1,40.4
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,74.4,69.5
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,80.2,76.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,62.6,41.5
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,74.0,66.7
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,76.4,66.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,68.6,56.9
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,75.8,71.8
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,73.4,61.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,54.3,34.5
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,65.5,48.4
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,64.0,50.1
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,68.8,55.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,81.2,78.2
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,81.4,77.7
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,74.3,63.4
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,60.0,38.9
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,52.1,30.9
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,81.3,78.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,76.3,70.9
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,65.7,44.1
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,72.6,62.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,77.2,68.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,72.6,59.4
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,74.1,63.5
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,67.9,56.9
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,76.9,72.9
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,80.3,77.2
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,61.0,42.0
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,74.3,68.1
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,69.5,63.4
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,63.1,44.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,65.4,49.1
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,74.5,68.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,49.8,28.2
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,75.9,71.9
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,80.0,77.1
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,56.3,41.8
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,81.3,78.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,82.2,79.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,74.6,68.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,70.8,61.2
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,48.9,31.8
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,81.8,79.1
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,82.6,79.4
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,70.4,60.2
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,69.0,53.0
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,63.5,47.7
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,74.1,66.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,58.6,39.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,70.1,58.4
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,74.6,65.5
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,74.7,66.2
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,65.3,48.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,57.1,36.8
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,70.3,64.2
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,80.4,76.8
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,78.8,74.0
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,76.9,69.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,68.2,51.6
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,71.3,60.3
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,73.9,65.5
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,75.5,64.8
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,63.3,44.7
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,58.4,38.7
AverageLifeExpectancy_InequalityAdjustedLifeExpectancy,53.7,36.9
AverageLifeExpectancy_InequalityAdjustedWellbeing,59.7,3.4
AverageLifeExpectancy_InequalityAdjustedWellbeing,77.3,5.1
AverageLifeExpectancy_InequalityAdjustedWellbeing,74.3,5.2
AverageLifeExpectancy_InequalityAdjustedWellbeing,75.9,6.0
AverageLifeExpectancy_InequalityAdjustedWellbeing,74.4,3.7
AverageLifeExpectancy_InequalityAdjustedWellbeing,82.1,6.9
AverageLifeExpectancy_InequalityAdjustedWellbeing,81.0,7.1
AverageLifeExpectancy_InequalityAdjustedWellbeing,70.8,4.3
AverageLifeExpectancy_InequalityAdjustedWellbeing,70.9,5.3
AverageLifeExpectancy_InequalityAdjustedWellbeing,80.4,6.6
AverageLifeExpectancy_InequalityAdjustedWellbeing,69.8,5.7
AverageLifeExpectancy_InequalityAdjustedWellbeing,59.2,2.8
AverageLifeExpectancy_InequalityAdjustedWellbeing,68.7,5.2
AverageLifeExpectancy_InequalityAdjustedWellbeing,67.5,5.5
AverageLifeExpectancy_InequalityAdjustedWellbeing,76.2,4.2
AverageLifeExpectancy_InequalityAdjustedWellbeing,64.2,4.3
AverageLifeExpectancy_InequalityAdjustedWellbeing,73.9,6.3
AverageLifeExpectancy_InequalityAdjustedWellbeing,73.9,3.7
AverageLifeExpectancy_InequalityAdjustedWellbeing,58.0,3.6
AverageLifeExpectancy_InequalityAdjustedWellbeing,55.8,3.0
AverageLifeExpectancy_InequalityAdjustedWellbeing,67.5,3.5
AverageLifeExpectancy_InequalityAdjustedWellbeing,54.6,3.7
AverageLifeExpectancy_InequalityAdjustedWellbeing,81.7,7.1
AverageLifeExpectancy_InequalityAdjustedWellbeing,50.8,3.7
AverageLifeExpectancy_InequalityAdjustedWellbeing,81.1,6.1
AverageLifeExpectancy_InequalityAdjustedWellbeing,75.4,4.6
AverageLifeExpectancy_InequalityAdjustedWellbeing,73.7,5.7
AverageLifeExpectancy_InequalityAdjustedWellbeing,62.6,3.7
AverageLifeExpectancy_InequalityAdjustedWellbeing,79.1,6.8
AverageLifeExpectancy_InequalityAdjustedWellbeing,50.8,3.5
AverageLifeExpectancy_InequalityAdjustedWellbeing,77.0,5.5
AverageLifeExpectancy_InequalityAdjustedWellbeing,79.8,5.7
AverageLifeExpectancy_InequalityAdjustedWellbeing,78.2,5.9
AverageLifeExpectancy_InequalityAdjustedWellbeing,79.8,7.2
AverageLifeExpectancy_InequalityAdjustedWellbeing,61.3,3.8
AverageLifeExpectancy_InequalityAdjustedWellbeing,73.1,4.1
AverageLifeExpectancy_InequalityAdjustedWellbeing,75.4,5.5
AverageLifeExpectancy_InequalityAdjustedWellbeing,70.7,3.7
AverageLifeExpectancy_InequalityAdjustedWellbeing,72.5,5.3
AverageLifeExpectancy_InequalityAdjustedWellbeing,76.2,5.0
AverageLifeExpectancy_InequalityAdjustedWellbeing,62.8,4.2
AverageLifeExpectancy_InequalityAdjustedWellbeing,80.4,7.2
AverageLifeExpectancy_InequalityAdjustedWellbeing,81.8,6.3
AverageLifeExpectancy_InequalityAdjustedWellbeing,63.3,3.5
AverageLifeExpectancy_InequalityAdjustedWellbeing,74.6,3.8
AverageLifeExpectancy_InequalityAdjustedWellbeing,80.6,6.4
AverageLifeExpectancy_InequalityAdjustedWellbeing,61.0,4.6
AverageLifeExpectancy_InequalityAdjustedWellbeing,80.5,4.5
AverageLifeExpectancy_InequalityAdjustedWellbeing,71.4,5.2
AverageLifeExpectancy_InequalityAdjustedWellbeing,57.7,3.3
AverageLifeExpectancy_InequalityAdjustedWellbeing,62.1,4.0
AverageLifeExpectancy_InequalityAdjustedWellbeing,72.8,3.9
AverageLifeExpectancy_InequalityAdjustedWellbeing,83.6,5.1
AverageLifeExpectancy_InequalityAdjustedWellbeing,74.9,4.2
AverageLifeExpectancy_InequalityAdjustedWellbeing,82.2,7.4
AverageLifeExpectancy_InequalityAdjustedWellbeing,67.3,4.2
AverageLifeExpectancy_InequalityAdjustedWellbeing,68.5,5.1
AverageLifeExpectancy_InequalityAdjustedWellbeing,74.8,4.0
AverageLifeExpectancy_InequalityAdjustedWellbeing,69.0,4.3
AverageLifeExpectancy_InequalityAdjustedWellbeing,80.5,6.7
