TimeSeriesNo,X-index,Y-value,Class
134,6,38.762,2
134,7,38.4,2
134,8,24.482,2
134,9,19.166,2
134,10,20.199,2
134,11,13.211,2
134,12,12.829,2
134,13,18.76,2
134,14,25.647,2
134,15,38.568,2
134,16,36.11,2
134,17,48.603,2
134,18,48.275,2
134,19,45.756,2
134,20,32.501,2
134,21,29.71,2
134,22,22.379,2
134,23,25.108,2
134,24,10.589,2
134,25,10.824,2
134,26,15.105,2
134,27,21.377,2
134,28,29.658,2
134,29,33.793,2
134,30,47.271,2
134,31,43.412,2
134,32,49.061,2
134,33,45.272,2
134,34,34.169,2
134,35,31.549,2
134,36,23.986,2
134,37,17.215,2
134,38,17.598,2
134,39,20.476,2
134,40,24.782,2
134,41,28.3,2
134,42,31.145,2
134,43,39.975,2
134,44,49.663,2
134,45,40.353,2
134,46,42.883,2
134,47,33.541,2
134,48,37.275,2
134,49,26.588,2
134,50,16.45,2
134,51,20.204,2
134,52,19.211,2
134,53,12.408,2
134,54,23.503,2
134,55,36.156,2
134,56,40.769,2
134,57,43.773,2
134,58,38.794,2
134,59,45.227,2
134,60,42.783,2
135,1,35.465,2
135,2,35.478,2
135,3,37.354,2
135,4,40.355,2
135,5,38.362,2
135,6,37.224,2
135,7,31.086,2
135,8,22.796,2
135,9,18.844,2
135,10,12.233,2
135,11,19.295,2
135,12,28.956,2
135,13,24.747,2
135,14,31.367,2
135,15,42.864,2
135,16,39.782,2
135,17,39.498,2
135,18,29.895,2
135,19,30.637,2
135,20,19.704,2
135,21,15.5,2
135,22,20.392,2
135,23,14.438,2
135,24,23.974,2
135,25,32.439,2
135,26,41.636,2
135,27,46.335,2
135,28,37.875,2
135,29,42.842,2
135,30,31.785,2
135,31,30.282,2
135,32,19.1,2
135,33,14.941,2
135,34,18.732,2
135,35,17.167,2
135,36,22.04,2
135,37,26.444,2
135,38,33.348,2
135,39,46.901,2
135,40,41.463,2
135,41,45.328,2
135,42,29.957,2
135,43,32.989,2
135,44,17.346,2
135,45,18.327,2
135,46,15.001,2
135,47,24.7,2
135,48,24.245,2
135,49,31.233,2
135,50,36.349,2
135,51,48.339,2
135,52,42.027,2
135,53,33.983,2
135,54,28.491,2
135,55,28.752,2
135,56,19.739,2
135,57,17.784,2
135,58,14.82,2
135,59,20.045,2
135,60,27.785,2
136,1,29.541,2
136,2,33.585,2
136,3,35.896,2
136,4,38.08,2
136,5,42.67,2
136,6,33.644,2
136,7,31.649,2
136,8,20.776,2
136,9,24.811,2
136,10,13.219,2
136,11,17.985,2
136,12,19.108,2
136,13,26.545,2
136,14,39.832,2
136,15,41.544,2
136,16,42.635,2
136,17,36.355,2
136,18,39.119,2
136,19,27.218,2
136,20,19.801,2
136,21,19.933,2
136,22,23.943,2
136,23,24.858,2
136,24,21.021,2
136,25,30.756,2
136,26,33.163,2
136,27,42.103,2
136,28,42.245,2
136,29,42.451,2
136,30,34.278,2
136,31,33.323,2
136,32,23.182,2
136,33,17.876,2
136,34,16.705,2
136,35,24.514,2
136,36,28.501,2
136,37,27.992,2
136,38,38.254,2
136,39,35.2,2
136,40,39.651,2
136,41,35.793,2
136,42,31.149,2
136,43,29.776,2
136,44,25.711,2
136,45,20.975,2
136,46,18.333,2
136,47,21.468,2
136,48,19.684,2
136,49,30.616,2
136,50,39.357,2
136,51,34.16,2
136,52,42.486,2
136,53,37.155,2
136,54,34.904,2
136,55,33.234,2
136,56,31.323,2
136,57,18.145,2
136,58,17.799,2
136,59,19.21,2
136,60,18.734,2
137,1,26.154,2
137,2,37.23,2
137,3,37.004,2
137,4,44.86,2
137,5,42.116,2
137,6,33.991,2
137,7,30.774,2
137,8,20.641,2
137,9,22.117,2
137,10,25.572,2
137,11,22.712,2
137,12,35.581,2
137,13,42.652,2
137,14,45.598,2
137,15,35.823,2
137,16,36.978,2
137,17,31.099,2
137,18,19.767,2
137,19,21.303,2
137,20,19.692,2
137,21,24.925,2
137,22,27.486,2
137,23,29.536,2
137,24,39.512,2
137,25,40.904,2
137,26,45.146,2
137,27,33.964,2
137,28,26.389,2
137,29,19.448,2
137,30,21.875,2
137,31,18.82,2
137,32,24.164,2
137,33,32.848,2
137,34,37.148,2
137,35,42.056,2
137,36,38.968,2
137,37,40.813,2
137,38,31.495,2
137,39,21.889,2
137,40,20.555,2
137,41,14.837,2
137,42,22.5,2
137,43,30.557,2
137,44,34.419,2
137,45,33.456,2
137,46,35.09,2
137,47,36.947,2
137,48,34.312,2
137,49,27.894,2
137,50,18.838,2
137,51,16.871,2
137,52,13.322,2
137,53,26.952,2
137,54,25.106,2
137,55,32.987,2
137,56,44.269,2
137,57,43.854,2
137,58,35.504,2
137,59,34.912,2
137,60,23.387,2
138,1,24.342,2
138,2,35.99,2
138,3,38.37,2
138,4,41.242,2
138,5,43.098,2
138,6,29.317,2
138,7,24.787,2
138,8,18.155,2
138,9,19.439,2
138,10,17.418,2
138,11,31.533,2
138,12,30.207,2
138,13,44.162,2
138,14,50.131,2
138,15,42.069,2
138,16,38.706,2
138,17,25.187,2
138,18,17.719,2
138,19,16.135,2
138,20,14.999,2
138,21,27.543,2
138,22,33.772,2
138,23,42.194,2
138,24,47.517,2
138,25,48.357,2
138,26,35.67,2
138,27,28.374,2
138,28,27.142,2
138,29,18.724,2
138,30,14.573,2
138,31,21.047,2
138,32,23.529,2
138,33,34.844,2
138,34,45.261,2
138,35,47.132,2
138,36,38.758,2
138,37,39.575,2
138,38,31.529,2
138,39,21.49,2
138,40,14.546,2
138,41,22.676,2
138,42,19.253,2
138,43,31.849,2
138,44,40.156,2
138,45,42.545,2
138,46,47.133,2
138,47,40.411,2
138,48,25.626,2
138,49,22.655,2
138,50,16.502,2
138,51,17.641,2
138,52,25.297,2
138,53,32.839,2
138,54,42.085,2
138,55,45.869,2
138,56,38.825,2
138,57,46.126,2
138,58,35.347,2
138,59,30.212,2
138,60,13.206,2
139,1,31.507,2
139,2,30.346,2
139,3,36.611,2
139,4,38.689,2
139,5,45.56,2
139,6,42.892,2
139,7,33.763,2
139,8,32.105,2
139,9,28.334,2
139,10,22.858,2
139,11,16.157,2
139,12,15.348,2
139,13,25.995,2
139,14,26.947,2
139,15,30.395,2
139,16,31.194,2
139,17,41.22,2
139,18,39.329,2
139,19,41.677,2
139,20,34.856,2
139,21,39.222,2
139,22,29.127,2
139,23,26.104,2
139,24,26.076,2
139,25,20.775,2
139,26,14.881,2
139,27,21.261,2
139,28,28.275,2
139,29,25.913,2
139,30,33.799,2
139,31,40.85,2
139,32,43.798,2
139,33,41.414,2
139,34,36.23,2
139,35,34.437,2
139,36,30.28,2
139,37,32.642,2
139,38,18.989,2
139,39,22.856,2
139,40,19.314,2
139,41,19.368,2
139,42,25.604,2
139,43,29.93,2
139,44,27.985,2
139,45,31.096,2
139,46,34.009,2
139,47,35.777,2
139,48,37.417,2
139,49,30.822,2
139,50,25.602,2
139,51,28.278,2
139,52,18.988,2
139,53,16.111,2
139,54,14.4,2
139,55,17.254,2
139,56,23.389,2
139,57,24.466,2
139,58,29.64,2
139,59,41.63,2
139,60,40.153,2
140,1,27.639,2
140,2,41.669,2
140,3,40.934,2
140,4,36.821,2
140,5,39.623,2
140,6,33.243,2
140,7,31.964,2
140,8,26.298,2
140,9,14.949,2
140,10,16.543,2
140,11,22.412,2
140,12,22.648,2
140,13,35.075,2
140,14,32.063,2
140,15,42.107,2
140,16,46.57,2
140,17,45.041,2
140,18,31.273,2
140,19,26.803,2
140,20,22.575,2
140,21,16.326,2
140,22,17.972,2
140,23,15.763,2
140,24,27.149,2
140,25,26.716,2
140,26,38.901,2
140,27,44.91,2
140,28,47.441,2
140,29,37.731,2
140,30,36.46,2
140,31,33.008,2
140,32,29.304,2
140,33,24.639,2
140,34,18.341,2
140,35,20.17,2
140,36,16.443,2
140,37,31.999,2
140,38,36.678,2
140,39,39.771,2
140,40,43.661,2
140,41,36.379,2
140,42,37.012,2
140,43,31.347,2
140,44,21.299,2
140,45,21.117,2
140,46,13.973,2
140,47,16.029,2
140,48,26.918,2
140,49,27.095,2
140,50,39.441,2
140,51,42.575,2
140,52,36.127,2
140,53,43.057,2
140,54,42.499,2
140,55,35.986,2
140,56,25.946,2
140,57,20.771,2
140,58,23.286,2
140,59,16.448,2
140,60,24.749,2
141,1,32.07,2
141,2,35.927,2
141,3,46.066,2
141,4,47.023,2
141,5,38.072,2
141,6,37.359,2
141,7,26.132,2
141,8,13.002,2
141,9,11.814,2
141,10,13.185,2
141,11,20.603,2
141,12,32.57,2
141,13,46.535,2
141,14,46.885,2
141,15,48.014,2
141,16,41.005,2
141,17,24.439,2
141,18,22.966,2
141,19,21.331,2
141,20,22.185,2
141,21,18.098,2
141,22,23.273,2
141,23,39.164,2
141,24,38.377,2
141,25,49.879,2
141,26,46.526,2
141,27,38.815,2
141,28,24.299,2
141,29,15.37,2
141,30,15.621,2
141,31,22.126,2
141,32,28.636,2
141,33,29.853,2
141,34,37.293,2
141,35,42.297,2
141,36,47.061,2
141,37,37.9,2
141,38,31.806,2
141,39,21.085,2
141,40,11.625,2
141,41,18.969,2
141,42,19.927,2
141,43,30.062,2
141,44,31.404,2
141,45,41.558,2
141,46,46.157,2
141,47,42.004,2
141,48,36.952,2
141,49,23.261,2
141,50,15.753,2
141,51,10.007,2
141,52,18.615,2
141,53,27.651,2
141,54,28.879,2
141,55,40.821,2
141,56,46.931,2
141,57,38.127,2
141,58,38.392,2
141,59,29.381,2
141,60,18.317,2
142,1,32.849,2
142,2,32.602,2
142,3,44.122,2
142,4,44.172,2
142,5,38.929,2
142,6,45.408,2
142,7,33.842,2
142,8,30.802,2
142,9,23.223,2
142,10,24.352,2
142,11,14.535,2
142,12,11.557,2
142,13,14.862,2
142,14,16.295,2
142,15,19.733,2
142,16,29.549,2
142,17,32.911,2
142,18,41.88,2
142,19,43.374,2
142,20,42.155,2
142,21,43.607,2
142,22,35.116,2
142,23,29.295,2
142,24,30.335,2
142,25,18.186,2
142,26,17.47,2
142,27,20.617,2
142,28,17.185,2
142,29,18.81,2
142,30,28.07,2
142,31,29.44,2
142,32,34.681,2
142,33,43.003,2
142,34,41.257,2
142,35,43.714,2
142,36,45.057,2
142,37,34.697,2
142,38,32.011,2
142,39,26.591,2
142,40,16.275,2
142,41,17.858,2
142,42,17.224,2
142,43,17.638,2
142,44,26.943,2
142,45,28.258,2
142,46,29.122,2
142,47,36.31,2
142,48,42.185,2
142,49,39.696,2
142,50,44.402,2
142,51,38.707,2
142,52,35.833,2
142,53,34.125,2
142,54,25.836,2
142,55,21.295,2
142,56,13.22,2
142,57,11.114,2
142,58,19.715,2
142,59,17.937,2
142,60,24.276,2
143,1,29.754,2
143,2,36.746,2
143,3,34.629,2
143,4,40.55,2
143,5,39.213,2
143,6,35.27,2
143,7,33.282,2
143,8,22.047,2
143,9,22.346,2
143,10,19.562,2
143,11,21.299,2
143,12,22.712,2
143,13,34.013,2
143,14,32.747,2
143,15,33.334,2
143,16,42.123,2
143,17,36.149,2
143,18,41.654,2
143,19,30.843,2
143,20,26.791,2
143,21,20.885,2
143,22,23.747,2
143,23,20.409,2
143,24,26.72,2
143,25,22.426,2
143,26,34.522,2
143,27,40.72,2
143,28,41.465,2
143,29,37.212,2
143,30,38.11,2
143,31,38.716,2
143,32,22.861,2
143,33,21.226,2
143,34,17.914,2
143,35,16.201,2
143,36,20.451,2
143,37,22.137,2
143,38,25.989,2
143,39,35.959,2
143,40,38.072,2
143,41,46.68,2
143,42,45.626,2
143,43,30.535,2
143,44,33.157,2
143,45,20.345,2
143,46,24.133,2
143,47,17.417,2
143,48,23.501,2
143,49,23.663,2
143,50,26.585,2
143,51,30.529,2
143,52,35.417,2
143,53,43.115,2
143,54,35.365,2
143,55,41.156,2
143,56,29.385,2
143,57,24.103,2
143,58,26.614,2
143,59,23.487,2
143,60,18.795,2
144,1,33.25,2
144,2,37.039,2
144,3,33.831,2
144,4,35.839,2
144,5,46.424,2
144,6,41.538,2
144,7,36.962,2
144,8,31.567,2
144,9,23.393,2
144,10,23.5,2
144,11,22.652,2
144,12,14.055,2
144,13,14.182,2
144,14,18.481,2
144,15,23.159,2
144,16,39.309,2
144,17,34.74,2
144,18,36.473,2
144,19,46.663,2
144,20,34.989,2
144,21,37.666,2
144,22,28.528,2
144,23,22.292,2
144,24,22.709,2
144,25,20.147,2
144,26,23.121,2
144,27,24.972,2
144,28,24.601,2
144,29,24.744,2
144,30,34.738,2
144,31,39.146,2
144,32,41.515,2
144,33,43.361,2
144,34,42.544,2
144,35,34.401,2
144,36,31.479,2
144,37,23.824,2
144,38,24.988,2
144,39,23.431,2
144,40,24.221,2
144,41,21.274,2
144,42,25.359,2
144,43,28.553,2
144,44,35.862,2
144,45,32.388,2
144,46,40.638,2
144,47,43.318,2
144,48,40.423,2
144,49,35.599,2
144,50,37.45,2
144,51,35.074,2
144,52,22.508,2
144,53,26.712,2
144,54,16.332,2
144,55,18.415,2
144,56,18.527,2
144,57,29.773,2
144,58,33.963,2
144,59,31.413,2
144,60,43.263,2
145,1,34.866,2
145,2,37.203,2
145,3,37.602,2
145,4,37.115,2
145,5,38.953,2
145,6,26.341,2
145,7,26.278,2
145,8,17.479,2
145,9,22.841,2
145,10,18.282,2
145,11,24.384,2
145,12,32.142,2
145,13,39.394,2
145,14,39.652,2
145,15,44.665,2
145,16,37.298,2
145,17,27.333,2
145,18,18.206,2
145,19,12.965,2
145,20,21.887,2
145,21,26.07,2
145,22,32.688,2
145,23,38.786,2
145,24,46.102,2
145,25,39.082,2
145,26,32.13,2
145,27,34.575,2
145,28,16.829,2
145,29,17.776,2
145,30,19.434,2
145,31,23.483,2
145,32,33.765,2
145,33,38.96,2
145,34,36.925,2
145,35,36.904,2
145,36,32.705,2
145,37,27.787,2
145,38,21.341,2
145,39,23.308,2
145,40,16.878,2
145,41,26.375,2
145,42,33.357,2
145,43,35.664,2
145,44,39.85,2
145,45,46.918,2
145,46,38.227,2
145,47,37.775,2
145,48,27.859,2
145,49,18.614,2
145,50,18.406,2
145,51,21.555,2
145,52,20.31,2
145,53,27.139,2
145,54,35.662,2
145,55,42.588,2
145,56,38.884,2
145,57,40.457,2
145,58,27.989,2
145,59,26.381,2
145,60,17.216,2
146,1,35.203,2
146,2,37.328,2
146,3,38.244,2
146,4,42.173,2
146,5,33.824,2
146,6,31.908,2
146,7,25.149,2
146,8,14.612,2
146,9,17.703,2
146,10,21.824,2
146,11,26.609,2
146,12,31.133,2
146,13,36.825,2
146,14,43.551,2
146,15,39.823,2
146,16,35.593,2
146,17,26.381,2
146,18,21.076,2
146,19,15.322,2
146,20,20.038,2
146,21,25.157,2
146,22,33.731,2
146,23,40.987,2
146,24,37.022,2
146,25,38.068,2
146,26,42.715,2
146,27,28.34,2
146,28,20.678,2
146,29,22.756,2
146,30,20.46,2
146,31,14.723,2
146,32,29.848,2
146,33,36.848,2
146,34,37.403,2
146,35,46.42,2
146,36,41.753,2
146,37,30.652,2
146,38,25.697,2
146,39,17.474,2
146,40,21.799,2
146,41,22.821,2
146,42,19.437,2
146,43,25.428,2
146,44,32,2
146,45,36.454,2
146,46,36.355,2
146,47,40.707,2
146,48,28.264,2
146,49,21.713,2
146,50,24.858,2
146,51,15.254,2
146,52,21.787,2
146,53,31.329,2
146,54,35.584,2
146,55,42.668,2
146,56,38.342,2
146,57,35.35,2
146,58,28.749,2
146,59,24.603,2
146,60,15.991,2
147,1,29.097,2
147,2,32.246,2
147,3,42.846,2
147,4,44.809,2
147,5,42.011,2
147,6,43.173,2
147,7,37.9,2
147,8,22.951,2
147,9,14.246,2
147,10,20.91,2
147,11,19.276,2
147,12,22.263,2
147,13,29.733,2
147,14,35.671,2
147,15,40.651,2
147,16,47.289,2
147,17,45.678,2
147,18,37.99,2
147,19,43.465,2
147,20,28.735,2
147,21,20.543,2
147,22,15.838,2
147,23,11.374,2
147,24,14.031,2
147,25,24.271,2
147,26,25.365,2
147,27,32.103,2
147,28,40.467,2
147,29,44.663,2
147,30,43.368,2
147,31,39.867,2
147,32,36.113,2
147,33,25.476,2
147,34,26.989,2
147,35,18.122,2
147,36,10.774,2
147,37,18.276,2
147,38,20.072,2
147,39,26.927,2
147,40,30.006,2
147,41,39.731,2
147,42,49.764,2
147,43,46.328,2
147,44,39.957,2
147,45,28.111,2
147,46,29.659,2
147,47,24.67,2
147,48,11.474,2
147,49,12.287,2
147,50,23.841,2
147,51,22.145,2
147,52,25.538,2
147,53,39.75,2
147,54,38.652,2
147,55,42.71,2
147,56,42.678,2
147,57,37.968,2
147,58,37.635,2
147,59,26.921,2
147,60,22.695,2
148,1,30.603,2
148,2,32.59,2
148,3,37.914,2
148,4,48.519,2
148,5,39.056,2
148,6,31.684,2
148,7,32.628,2
148,8,26.119,2
148,9,15.164,2
148,10,13.698,2
148,11,22.744,2
148,12,30.843,2
148,13,35.171,2
148,14,44.113,2
148,15,39.51,2
148,16,43.301,2
148,17,34.863,2
148,18,32.216,2
148,19,29.666,2
148,20,20.851,2
148,21,21.33,2
148,22,15.514,2
148,23,19.803,2
148,24,30.743,2
148,25,37.377,2
148,26,44.365,2
148,27,39.735,2
148,28,36.364,2
148,29,29.033,2
148,30,24.982,2
148,31,21.125,2
148,32,14.283,2
148,33,19.9,2
148,34,25.486,2
148,35,27.444,2
148,36,33.313,2
148,37,37.575,2
148,38,44.308,2
148,39,42.622,2
148,40,41.436,2
148,41,31.404,2
148,42,19.38,2
148,43,19.659,2
148,44,15.104,2
148,45,23.624,2
148,46,27.871,2
148,47,28.109,2
148,48,44.761,2
148,49,46.993,2
148,50,40.877,2
148,51,40.469,2
148,52,30.674,2
148,53,23.978,2
148,54,13.73,2
148,55,17.963,2
148,56,21.523,2
148,57,20.898,2
148,58,28.396,2
148,59,32.487,2
148,60,44.577,2
149,1,28.934,2
149,2,38.584,2
149,3,35.747,2
149,4,45.694,2
149,5,37.874,2
149,6,32.42,2
149,7,34.554,2
149,8,21.907,2
149,9,22.969,2
149,10,18.44,2
149,11,17.783,2
149,12,23.173,2
149,13,26.873,2
149,14,36.34,2
149,15,38.364,2
149,16,39.904,2
149,17,36.316,2
149,18,43.452,2
149,19,31.247,2
149,20,21.002,2
149,21,17.679,2
149,22,15.771,2
149,23,18.164,2
149,24,18.957,2
149,25,21.062,2
149,26,33.811,2
149,27,43.282,2
149,28,46.237,2
149,29,39.881,2
149,30,35.319,2
149,31,30.204,2
149,32,28.33,2
149,33,27.335,2
149,34,18.972,2
149,35,12.543,2
149,36,16.381,2
149,37,21.682,2
149,38,33.394,2
149,39,35.45,2
149,40,43.767,2
149,41,39.195,2
149,42,42.041,2
149,43,37.684,2
149,44,30.47,2
149,45,21.257,2
149,46,13.4,2
149,47,21.557,2
149,48,17.32,2
149,49,18.557,2
149,50,25.679,2
149,51,37.224,2
149,52,37.841,2
149,53,48.088,2
149,54,46.951,2
149,55,35.012,2
149,56,30.258,2
149,57,23.493,2
149,58,15.093,2
149,59,14.861,2
149,60,17.217,2
150,1,31.953,2
150,2,34.629,2
150,3,41.12,2
150,4,40.069,2
150,5,33.889,2
150,6,31.66,2
150,7,27.242,2
150,8,23.428,2
150,9,22.611,2
150,10,23.692,2
150,11,24.167,2
150,12,27.727,2
150,13,30.936,2
150,14,36.639,2
150,15,45.142,2
150,16,42.124,2
150,17,30.583,2
150,18,22.861,2
150,19,21.364,2
150,20,18.57,2
150,21,22.149,2
150,22,26.145,2
150,23,28.089,2
150,24,37.753,2
150,25,34.561,2
150,26,41.679,2
150,27,42.242,2
150,28,38.284,2
150,29,27.036,2
150,30,20.084,2
150,31,20.8,2
150,32,13.559,2
150,33,22.607,2
150,34,28.169,2
150,35,38.331,2
150,36,40.908,2
150,37,41.731,2
150,38,34.925,2
150,39,29.896,2
150,40,27.985,2
150,41,20.509,2
150,42,23.858,2
150,43,15.222,2
150,44,27.998,2
150,45,22.944,2
150,46,38.953,2
150,47,33.613,2
150,48,41.543,2
150,49,34.963,2
150,50,40.067,2
150,51,29.613,2
150,52,24.37,2
150,53,18.009,2
150,54,22.688,2
150,55,21.754,2
150,56,27.07,2
150,57,29.697,2
150,58,32.913,2
150,59,44.066,2
150,60,38.146,2
151,1,31.026,2
151,2,37.206,2
151,3,38.979,2
151,4,41.096,2
151,5,42.32,2
151,6,31.7,2
151,7,35.1,2
151,8,24.702,2
151,9,20.878,2
151,10,24.123,2
151,11,22.442,2
151,12,23.195,2
151,13,25.171,2
151,14,29.773,2
151,15,39.677,2
151,16,41.751,2
151,17,35.902,2
151,18,31.907,2
151,19,33.748,2
151,20,29.229,2
151,21,15.242,2
151,22,17.73,2
151,23,19.782,2
151,24,25.641,2
151,25,23.354,2
151,26,39.012,2
151,27,33.366,2
151,28,36.77,2
151,29,39.757,2
151,30,41.117,2
151,31,31.192,2
151,32,32.684,2
151,33,21.402,2
151,34,16.894,2
151,35,22.064,2
151,36,19.527,2
151,37,31.406,2
151,38,30.366,2
151,39,36.914,2
151,40,37.738,2
151,41,43.315,2
151,42,36.518,2
151,43,36.635,2
151,44,34.431,2
151,45,26.156,2
151,46,15.982,2
151,47,19.251,2
151,48,25.498,2
151,49,21.98,2
151,50,24.531,2
151,51,34.27,2
151,52,45.307,2
151,53,36.954,2
151,54,39.94,2
151,55,35.623,2
151,56,26.677,2
151,57,19.424,2
151,58,18.88,2
151,59,12.317,2
151,60,20.715,2
152,1,26.818,2
152,2,36.247,2
152,3,42.76,2
152,4,43.324,2
152,5,42.395,2
152,6,42.095,2
152,7,31.85,2
152,8,29.57,2
152,9,26.429,2
152,10,13.947,2
152,11,16.874,2
152,12,18.653,2
152,13,29.463,2
152,14,33.265,2
152,15,36.094,2
152,16,38.543,2
152,17,40.61,2
152,18,35.377,2
152,19,35.92,2
152,20,31.292,2
152,21,24.223,2
152,22,15.863,2
152,23,22.402,2
152,24,21.586,2
152,25,27.793,2
152,26,34.62,2
152,27,37.148,2
152,28,43.121,2
152,29,43.114,2
152,30,44.613,2
152,31,37.105,2
152,32,28.908,2
152,33,25.288,2
152,34,17.457,2
152,35,17.359,2
152,36,13.434,2
152,37,18.619,2
152,38,30.748,2
152,39,33.733,2
152,40,33.649,2
152,41,44.153,2
152,42,45.283,2
152,43,34.764,2
152,44,33.598,2
152,45,30.646,2
152,46,22.293,2
152,47,22.147,2
152,48,12.637,2
152,49,14.949,2
152,50,26.637,2
152,51,32.897,2
152,52,29.268,2
152,53,43.41,2
152,54,43.576,2
152,55,36.884,2
152,56,42.185,2
152,57,38.253,2
152,58,25.058,2
152,59,17.096,2
152,60,20.034,2
153,1,24.121,2
153,2,39.138,2
153,3,44.79,2
153,4,39.59,2
153,5,38.829,2
153,6,32.6,2
153,7,30.211,2
153,8,24.439,2
153,9,21.62,2
153,10,16.385,2
153,11,24.81,2
153,12,33.2,2
153,13,34.279,2
153,14,44.357,2
153,15,35.498,2
153,16,38.992,2
153,17,38.815,2
153,18,30.975,2
153,19,28.07,2
153,20,20.17,2
153,21,20.119,2
153,22,25.38,2
153,23,30.238,2
153,24,40.262,2
153,25,40.055,2
153,26,38.354,2
153,27,40.927,2
153,28,30.057,2
153,29,27.224,2
153,30,19.555,2
153,31,16.451,2
153,32,24.902,2
153,33,20.77,2
153,34,34.775,2
153,35,30.244,2
153,36,45.02,2
153,37,42.934,2
153,38,40.562,2
153,39,33.861,2
153,40,22.116,2
153,41,22.908,2
153,42,24.563,2
153,43,24.547,2
153,44,24.339,2
153,45,25.819,2
153,46,35.589,2
153,47,43.146,2
153,48,46.45,2
153,49,36.124,2
153,50,34.913,2
153,51,23.92,2
153,52,27.915,2
153,53,13.801,2
153,54,23.04,2
153,55,21.983,2
153,56,33.397,2
153,57,35.138,2
153,58,35.666,2
153,59,39.126,2
153,60,39.895,2
154,1,27.238,2
154,2,33.069,2
154,3,35.504,2
154,4,47.981,2
154,5,35.877,2
154,6,34.396,2
154,7,31.568,2
154,8,29.229,2
154,9,22.223,2
154,10,13.321,2
154,11,13.407,2
154,12,19.515,2
154,13,25.516,2
154,14,32.867,2
154,15,40.803,2
154,16,47.392,2
154,17,45.386,2
154,18,41.665,2
154,19,34.697,2
154,20,22.894,2
154,21,28.201,2
154,22,18.306,2
154,23,15.706,2
154,24,15.832,2
154,25,26.227,2
154,26,35.226,2
154,27,32.992,2
154,28,36.774,2
154,29,36.58,2
154,30,37.934,2
154,31,38.927,2
154,32,24.974,2
154,33,18.668,2
154,34,15.975,2
154,35,16.169,2
154,36,24.082,2
154,37,19.23,2
154,38,31.817,2
154,39,28.769,2
154,40,34.645,2
154,41,43.955,2
154,42,40.866,2
154,43,42.296,2
154,44,37.286,2
154,45,28.675,2
154,46,24.631,2
154,47,15.493,2
154,48,13.322,2
154,49,21.928,2
154,50,23.493,2
154,51,30.568,2
154,52,38.544,2
154,53,43.672,2
154,54,41.767,2
154,55,40.49,2
154,56,36.501,2
154,57,24.778,2
154,58,25.928,2
154,59,20.162,2
154,60,18.733,2
155,1,29.618,2
155,2,41.239,2
155,3,44.632,2
155,4,47.893,2
155,5,44.645,2
155,6,41.125,2
155,7,41.4,2
155,8,36.084,2
155,9,26.727,2
155,10,26.132,2
155,11,19.52,2
155,12,9.808,2
155,13,12.894,2
155,14,23.605,2
155,15,24.978,2
155,16,32.809,2
155,17,39.228,2
155,18,47.199,2
155,19,41.662,2
155,20,46.13,2
155,21,37.912,2
155,22,31.873,2
155,23,33.148,2
155,24,22.159,2
155,25,15.654,2
155,26,11.722,2
155,27,12.608,2
155,28,17.44,2
155,29,19.307,2
155,30,25.493,2
155,31,27.146,2
155,32,35.036,2
155,33,36.474,2
155,34,41.635,2
155,35,44.271,2
155,36,46.08,2
155,37,41.498,2
155,38,32.922,2
155,39,19.76,2
155,40,19.967,2
155,41,17.162,2
155,42,19.484,2
155,43,15.808,2
155,44,18.078,2
155,45,24.526,2
155,46,38.711,2
155,47,39.614,2
155,48,38.771,2
155,49,50.099,2
155,50,46.916,2
155,51,40.918,2
155,52,31.098,2
155,53,25.272,2
155,54,19.121,2
155,55,14.861,2
155,56,21.394,2
155,57,19.3,2
155,58,21.058,2
155,59,27.537,2
155,60,33.675,2
156,1,34.752,2
156,2,37.858,2
156,3,33.911,2
156,4,39.01,2
156,5,40.334,2
156,6,35.334,2
156,7,32.816,2
156,8,29.22,2
156,9,22.575,2
156,10,15.452,2
156,11,14.744,2
156,12,23.852,2
156,13,32.842,2
156,14,37.802,2
156,15,44.594,2
156,16,43.99,2
156,17,41.152,2
156,18,33.971,2
156,19,29.827,2
156,20,30.467,2
156,21,21.937,2
156,22,20.382,2
156,23,18.888,2
156,24,19.901,2
156,25,31.566,2
156,26,36.636,2
156,27,38.496,2
156,28,44.021,2
156,29,39.299,2
156,30,40.642,2
156,31,26.917,2
156,32,29.916,2
156,33,22.779,2
156,34,22.641,2
156,35,20.363,2
156,36,25.067,2
156,37,33.293,2
156,38,39.659,2
156,39,40.725,2
156,40,39.312,2
156,41,42.202,2
156,42,38.98,2
156,43,37.386,2
156,44,28.882,2
156,45,23.848,2
156,46,23.907,2
156,47,14.338,2
156,48,23.138,2
156,49,28.341,2
156,50,28.257,2
156,51,39.554,2
156,52,45.158,2
156,53,45.596,2
156,54,31.242,2
156,55,31.913,2
156,56,20.512,2
156,57,23.302,2
156,58,18.702,2
156,59,20.177,2
156,60,25.451,2
157,1,30.45,2
157,2,39.127,2
157,3,41.892,2
157,4,47.501,2
157,5,45.269,2
157,6,42.897,2
157,7,40.485,2
157,8,25.862,2
157,9,23.342,2
157,10,19.459,2
157,11,18.456,2
157,12,10.972,2
157,13,24.266,2
157,14,26.528,2
157,15,28.813,2
157,16,33.552,2
157,17,47.228,2
157,18,49.046,2
157,19,49.564,2
157,20,35.039,2
157,21,33.126,2
157,22,26.003,2
157,23,15.716,2
