ID,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,X Coordinate,Y Coordinate,Year
10511812,THEFT,OVER $500,STREET,FALSE,FALSE,1712,17,39,14,1146842,1931781,2016
10511814,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1433,14,32,24,1166821,1908597,2016
10511815,BURGLARY,FORCIBLE ENTRY,CHA APARTMENT,FALSE,FALSE,1422,14,26,23,1153936,1908123,2016
10511818,BATTERY,SIMPLE,CTA BUS,FALSE,FALSE,1531,15,28,25,1144216,1904672,2016
10511837,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,324,3,5,69,1185519,1858165,2016
10511840,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1433,14,32,24,1166821,1908597,2016
10511845,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1723,17,33,14,1151864,1931269,2016
10511889,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,423,4,7,48,1195094,1844856,2016
10511895,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1533,15,28,25,1143440,1898215,2016
10511965,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1433,14,32,24,1167110,1908574,2016
10511970,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1614,16,41,76,1117054,1934217,2016
10511971,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,FALSE,FALSE,1234,12,25,31,1165314,1891689,2016
10511974,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2531,25,29,25,1138388,1909575,2016
10512012,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1723,17,39,16,1150340,1926550,2016
10512014,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2511,25,36,18,1130224,1919510,2016
10512034,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,2432,24,40,1,1166708,1943819,2016
10512036,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1731,17,30,16,1147446,1922503,2016
10512056,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1821,18,42,8,1175309,1908678,2016
10512080,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,131,1,2,33,1177540,1890161,2016
10512089,THEFT,RETAIL THEFT,OTHER,FALSE,FALSE,1834,18,42,8,1177342,1903838,2016
10512090,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,2413,24,50,2,1158521,1941426,2016
10512094,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,812,8,13,64,1140099,1863871,2016
10512095,THEFT,OVER $500,ALLEY,FALSE,FALSE,1713,17,39,14,1153800,1933342,2016
10512167,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1213,12,27,24,1166952,1907092,2016
10512169,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,SMALL RETAIL STORE,FALSE,FALSE,432,4,10,52,1202274,1835278,2016
10512177,THEFT,OVER $500,STREET,FALSE,FALSE,1214,12,42,24,1172417,1902919,2016
10512205,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,624,6,6,69,1181259,1853246,2016
10512206,THEFT,OVER $500,OTHER,FALSE,FALSE,215,2,3,38,1176576,1876170,2016
10512209,BURGLARY,UNLAWFUL ENTRY,STREET,FALSE,FALSE,1122,11,28,26,1150775,1899386,2016
10512218,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1522,15,28,25,1139904,1899485,2016
10512236,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,614,6,18,71,1166167,1848019,2016
10512247,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,FALSE,FALSE,824,8,16,66,1156527,1865342,2016
10512258,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1723,17,33,14,1151886,1930545,2016
10512275,OTHER OFFENSE,TELEPHONE THREAT,OTHER,TRUE,TRUE,215,2,3,38,1178501,1873910,2016
10512291,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2515,25,30,19,1137955,1916226,2016
10512300,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,FALSE,FALSE,1121,11,26,23,1152785,1907242,2016
10512328,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,133,1,3,35,1176763,1885284,2016
10512334,THEFT,$500 AND UNDER,CTA BUS STOP,FALSE,FALSE,2221,22,21,73,1167273,1844198,2016
10512338,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1412,14,35,21,1154188,1920003,2016
10512342,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,1013,10,22,29,1147580,1889013,2016
10512370,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,321,3,20,42,1182342,1861871,2016
10512396,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1432,14,32,22,1163260,1913983,2016
10512401,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,214,2,4,36,1183288,1879189,2016
10512404,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,1832,18,42,8,1175800,1905508,2016
10512436,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1423,14,26,24,1159180,1908112,2016
10512457,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,123,1,2,32,1176951,1895415,2016
10512462,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1134,11,24,27,1155633,1896202,2016
10512510,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1931,19,32,5,1162478,1920358,2016
10512532,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,921,9,14,58,1155669,1877731,2016
10512535,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,714,7,15,67,1164741,1863948,2016
10512571,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1412,14,35,22,1154485,1917190,2016
10512572,ASSAULT,SIMPLE,RESTAURANT,FALSE,FALSE,1215,12,27,24,1167137,1903200,2016
10512577,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1723,17,39,14,1149243,1929818,2016
10512613,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1024,10,24,30,1155176,1889195,2016
10512617,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,333,3,5,43,1191442,1858144,2016
10512620,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2523,25,30,21,1150619,1920156,2016
10512622,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1221,12,27,23,1155598,1904090,2016
10512623,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,2433,24,48,77,1168514,1940972,2016
10512636,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1935,19,43,7,1169992,1916685,2016
10512639,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1432,14,32,22,1163695,1913620,2016
10512642,CRIMINAL TRESPASS,TO VEHICLE,STREET,FALSE,FALSE,413,4,7,48,1192082,1845464,2016
10512659,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,931,9,20,61,1165144,1873361,2016
10512720,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,532,5,9,53,1178929,1827558,2016
10512755,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1014,10,24,29,1151662,1890678,2016
10512758,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,2031,20,40,4,1156765,1934174,2016
10512759,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,FALSE,FALSE,812,8,13,64,1137764,1863973,2016
10512783,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,1513,15,29,25,1139076,1898876,2016
10512787,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1213,12,1,24,1164247,1905582,2016
10512810,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,831,8,15,66,1157859,1860381,2016
10512816,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,811,8,23,56,1134034,1865867,2016
10512819,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,613,6,21,71,1170459,1848765,2016
10512829,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1124,11,28,27,1155717,1899031,2016
10512834,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,915,9,11,60,1172161,1883428,2016
10512905,CRIMINAL DAMAGE,TO PROPERTY,OTHER,FALSE,FALSE,624,6,6,44,1180621,1852432,2016
10512916,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,FALSE,FALSE,2521,25,31,19,1144193,1915534,2016
10512920,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1034,10,25,31,1161397,1888610,2016
10512934,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,835,8,18,66,1162005,1856012,2016
10512957,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,FALSE,TRUE,432,4,10,52,1201657,1842811,2016
10512982,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1924,19,44,6,1168470,1923912,2016
10513000,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,DAY CARE CENTER,FALSE,FALSE,1433,14,1,24,1165279,1910722,2016
10513071,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1414,14,26,22,1155080,1915243,2016
10513090,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,334,3,7,43,1193921,1856701,2016
10513153,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,FALSE,923,9,14,63,1159261,1869827,2016
10513261,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,814,8,23,56,1144802,1873530,2016
10513266,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1533,15,28,25,1142704,1900032,2016
10513320,THEFT,$500 AND UNDER,ALLEY,FALSE,FALSE,813,8,13,62,1146721,1866183,2016
10513474,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,2514,25,30,19,1136193,1919578,2016
10513497,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,FALSE,FALSE,2514,25,30,19,1136193,1919578,2016
10513544,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,STREET,FALSE,FALSE,723,7,6,68,1172493,1860277,2016
10513621,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,1424,14,1,24,1162298,1909825,2016
10513691,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,512,5,34,49,1177793,1834984,2016
10513731,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,FALSE,FALSE,1212,12,1,24,1163913,1905372,2016
10514139,THEFT,OVER $500,STREET,FALSE,FALSE,322,3,6,69,1178381,1858353,2016
10514167,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2432,24,40,1,1165373,1944952,2016
10514217,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,FALSE,FALSE,321,3,20,42,1182685,1861888,2016
10514256,THEFT,OVER $500,STREET,FALSE,FALSE,814,8,23,56,1141270,1868607,2016
10514931,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2234,22,34,75,1170714,1828761,2016
10515233,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,311,3,20,40,1178192,1864986,2016
10515121,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,823,8,13,65,1152108,1863143,2016
10515243,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,711,7,20,68,1174692,1863689,2016
10515341,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1431,14,1,22,1158621,1916255,2016
10515492,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2011,20,40,4,1158479,1935193,2016
10515670,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,FALSE,TRUE,1032,10,22,30,1155452,1886244,2016
10515679,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,2532,25,37,25,1140395,1908368,2016
10515737,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,FALSE,TRUE,1924,19,44,6,1168584,1922081,2016
10515855,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,FALSE,FALSE,1113,11,28,26,,,2016
10515863,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1232,12,25,28,1170134,1893477,2016
10516566,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2515,25,37,19,1140886,1914122,2016
10516641,THEFT,FROM BUILDING,HOTEL/MOTEL,FALSE,FALSE,1834,18,42,8,1177520,1904525,2016
10516649,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,1176107,1903313,2016
10516674,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,835,8,18,70,1161370,1853936,2016
10516997,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,1021,10,24,29,1153968,1891668,2016
10517815,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,FALSE,TRUE,321,3,5,42,,,2016
10517841,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,1512,15,29,25,,,2016
10517872,THEFT,OVER $500,APARTMENT,FALSE,TRUE,1832,18,42,8,,,2016
10517966,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,FALSE,FALSE,523,5,34,53,,,2015
10517997,THEFT,OVER $500,STREET,FALSE,FALSE,1522,15,29,25,,,2016
10518074,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,FALSE,FALSE,1014,10,24,29,,,2014
10518266,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,2522,25,31,19,,,2016
10518338,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,831,8,15,66,,,2016
10518344,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,2422,24,49,1,,,2016
10518427,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1724,17,33,16,,,2016
10518468,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1014,10,24,29,,,2016
10518522,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,2213,22,21,73,,,2016
10518533,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,1823,18,27,8,,,2016
10518584,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1831,18,42,8,,,2016
10512848,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,FALSE,FALSE,1232,12,2,28,1168933,1898798,2016
10512849,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1513,15,29,25,1136771,1899718,2016
10512851,BATTERY,SIMPLE,GAS STATION,TRUE,FALSE,923,9,14,63,1161260,1869868,2016
10511769,BATTERY,PRO EMP HANDS NO/MIN INJURY,HOSPITAL BUILDING/GROUNDS,TRUE,FALSE,2031,20,40,4,1156765,1934174,2016
10155028,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,TRUE,FALSE,915,9,11,60,1172822,1880367,2015
10183157,ROBBERY,AGGRAVATED,STREET,TRUE,FALSE,1123,11,28,27,1154099,1900484,2015
10278007,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,TRUE,FALSE,2515,25,30,19,1138864,1916070,2015
10323942,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,1522,15,29,25,1139915,1898582,2015
10324191,ARSON,AGGRAVATED,OTHER,TRUE,FALSE,1722,17,45,16,1145537,1928866,2015
10354617,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,811,8,23,56,1139740,1868623,2015
10447066,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,TRUE,FALSE,1524,15,28,25,1141395,1904126,2016
10447991,THEFT,OVER $500,PAWN SHOP,TRUE,FALSE,1434,14,32,22,,,2014
10450883,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,TRUE,FALSE,1132,11,24,29,1149452,1894398,2016
10454179,THEFT,$500 AND UNDER,SIDEWALK,TRUE,FALSE,1212,12,1,24,1159879,1906912,2016
10460659,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,1923,19,44,6,1169134,1924758,2016
10465558,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,1214,12,27,28,1170994,1902180,2016
10478734,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,1723,17,33,14,1151199,1931253,2016
10482870,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,2521,25,31,19,1142977,1918830,2016
10485250,THEFT,$500 AND UNDER,RESIDENCE,TRUE,TRUE,621,6,17,69,1174949,1854311,2016
10485654,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,2522,25,31,19,1143363,1914349,2016
10486773,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,TRUE,1533,15,28,25,1142912,1897873,2016
10488691,ASSAULT,SIMPLE,TAVERN/LIQUOR STORE,TRUE,FALSE,1722,17,45,16,1145816,1928872,2016
10489720,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,2512,25,29,19,1133635,1916777,2016
10489974,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,1132,11,24,26,1150419,1897069,2016
10490755,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,1633,16,38,15,1138986,1925518,2016
10493478,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,731,7,6,69,1176195,1857660,2016
10495843,BURGLARY,HOME INVASION,RESIDENCE,FALSE,FALSE,835,8,18,70,1154832,1854102,2016
10496738,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,2022,20,48,77,1168202,1938534,2016
10496982,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,VEHICLE NON-COMMERCIAL,TRUE,FALSE,725,7,17,67,1166851,1859398,2016
10497519,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,TRUE,TRUE,1114,11,28,26,1147694,1900747,2016
10497615,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,TRUE,FALSE,1922,19,44,6,1166306,1924869,2016
10500049,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,TRUE,FALSE,1932,19,32,7,1168288,1917425,2016
10503962,ROBBERY,STRONGARM - NO WEAPON,STREET,TRUE,FALSE,121,1,2,28,1172799,1898209,2016
10505805,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,2431,24,49,1,1165659,1946181,2016
10508487,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1011,10,24,29,1150785,1894432,2016
10508669,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,TRUE,FALSE,1022,10,24,29,1155796,1893292,2016
10511267,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,FALSE,TRUE,931,9,20,61,1164169,1872610,2016
10516579,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,234,2,4,41,1187166,1870931,2016
10518369,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,531,5,9,49,,,2014
10518800,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,2023,20,48,77,,,2016
9746045,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,TRUE,FALSE,821,8,14,58,1155814,1873754,2014
9898680,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,TRUE,FALSE,2431,24,49,1,1166730,1946444,2014
10511770,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1024,10,22,30,1154749,1887596,2016
10511771,ROBBERY,AGGRAVATED,CONVENIENCE STORE,FALSE,FALSE,1622,16,45,11,1137700,1934730,2016
10511775,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1422,14,26,23,1152112,1911217,2016
10511780,ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET,TRUE,FALSE,215,2,3,38,1179579,1876421,2016
10511782,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,1423,14,26,24,1159000,1910548,2016
10511784,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,FALSE,1613,16,41,10,1122877,1936991,2016
10511786,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1731,17,38,16,1146562,1924538,2016
10511787,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2022,20,48,77,1167829,1938251,2016
10511790,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2521,25,31,19,1144353,1920858,2016
10511791,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,313,3,20,42,1182179,1865389,2016
10511792,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,815,8,23,57,1148375,1870456,2016
10511799,BATTERY,SIMPLE,STREET,TRUE,FALSE,1614,16,41,76,1118278,1935741,2016
10511801,THEFT,OVER $500,BAR OR TAVERN,FALSE,FALSE,1924,19,44,6,1168620,1923669,2016
10511802,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1925,19,46,6,1170552,1924871,2016
10511803,CRIMINAL TRESPASS,TO LAND,DEPARTMENT STORE,FALSE,FALSE,1934,19,44,6,1171656,1919199,2016
10511805,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1222,12,2,28,1159569,1900270,2016
10511806,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1925,19,44,6,1170329,1922548,2016
10511807,THEFT,FROM BUILDING,MOVIE HOUSE/THEATER,FALSE,FALSE,1834,18,42,8,1178708,1903688,2016
10511808,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,FALSE,FALSE,1922,19,44,6,1165054,1922462,2016
10511809,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,FALSE,1924,19,44,6,1168480,1923896,2016
10511810,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,1925,19,44,6,1171145,1922810,2016
10511821,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,1833,18,42,8,1177322,1905963,2016
10511823,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,733,7,17,68,1170840,1858905,2016
10511825,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,734,7,17,67,1167220,1858121,2016
10511827,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2031,20,40,4,1158152,1932343,2016
10511829,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,124,1,2,28,1173362,1893147,2016
10511830,ROBBERY,AGGRAVATED,SIDEWALK,FALSE,FALSE,323,3,6,69,1178008,1855698,2016
10511831,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,2222,22,21,71,1172035,1847022,2016
10511834,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1223,12,2,28,1162159,1900334,2016
10511836,THEFT,OVER $500,STREET,FALSE,FALSE,1215,12,26,24,1165646,1903309,2016
10511846,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,GAS STATION,FALSE,FALSE,1432,14,32,22,1164191,1913352,2016
10511888,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,835,8,18,70,1154407,1852517,2016
10511900,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,TRUE,421,4,7,43,1195251,1854783,2016
10511926,CRIMINAL TRESPASS,TO LAND,BAR OR TAVERN,TRUE,FALSE,1831,18,42,8,1174477,1904439,2016
10511943,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,CTA BUS,FALSE,TRUE,332,3,5,43,1187127,1858237,2016
10511945,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,831,8,18,66,1159905,1858574,2016
10511952,BATTERY,SIMPLE,STREET,FALSE,FALSE,1612,16,41,10,1131630,1938010,2016
10511963,THEFT,OVER $500,STREET,FALSE,FALSE,1215,12,27,24,1166985,1902943,2016
10511966,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1723,17,33,16,1152956,1928154,2016
10511967,THEFT,OVER $500,STREET,FALSE,FALSE,1611,16,41,10,1132159,1940774,2016
10511972,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,1732,17,30,21,1150487,1921325,2016
10511973,OTHER OFFENSE,TELEPHONE THREAT,HOTEL/MOTEL,FALSE,TRUE,624,6,6,69,1182866,1855292,2016
10511983,CRIMINAL TRESPASS,TO STATE SUP LAND,AIRPORT EXTERIOR - NON-SECURE AREA,TRUE,FALSE,1651,16,41,76,1100658,1934241,2016
10511984,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1722,17,39,16,1148105,1927230,2016
10512004,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,1722,17,38,16,1146507,1926419,2016
10512021,ASSAULT,SIMPLE,NURSING HOME/RETIREMENT HOME,TRUE,FALSE,2422,24,49,1,1165527,1950516,2016
10512029,THEFT,RETAIL THEFT,OTHER,FALSE,FALSE,112,1,42,32,1176365,1900502,2016
10512035,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,1614,16,41,10,1122187,1936590,2016
10512049,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1913,19,46,3,1167046,1931512,2016
10512078,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1711,17,39,12,1145202,1936825,2016
10512104,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1712,17,39,14,1147848,1931849,2016
